cluster_id,protein_id
CPX-1601,YLR325C
CPX-1601,YOR063W
CPX-1601,YJL189W
CPX-1601,YLR340W
CPX-1602,YDL202W
CPX-1602,YKL167C
CPX-1602,YNL122C
CPX-1602,YOR150W
CPX-1602,YDR405W
CPX-1602,YDR237W
CPX-1602,YKR006C
CPX-1602,YBR122C
CPX-1602,YNL185C
CPX-1602,YNL252C
CPX-1602,YJL063C
CPX-1602,YCR071C
CPX-1602,YML025C
CPX-1602,YMR225C
CPX-1602,YLR312W-A
CPX-1602,YJL096W
CPX-1602,YBL038W
CPX-1602,YGL068W
CPX-1602,YLR439W
CPX-1602,YPL173W
CPX-1602,YBR282W
CPX-1602,YNR022C
CPX-1602,YBR268W
CPX-1602,YDR462W
CPX-1602,YDR322W
CPX-1602,YCR046C
CPX-1602,YML009C
CPX-1602,YPR100W
CPX-1602,YHR147C
CPX-1602,YGR220C
CPX-1602,YDR116C
CPX-1602,YMR024W
CPX-1602,YCR003W
CPX-1602,YNL177C
CPX-1602,YKL138C
CPX-1602,YKR085C
CPX-1602,YNL284C
CPX-1602,YDR115W
CPX-1602,YMR286W
CPX-1602,YGR076C
CPX-1602,YMR193W
CPX-1602,YNL005C
CPX-1602,YEL050C
CPX-1602,YDR296W
CPX-1602,YKL170W
CPX-1603,YDR337W
CPX-1603,YGL129C
CPX-1603,YDR036C
CPX-1603,YDR494W
CPX-1603,YNR036C
CPX-1603,YDR041W
CPX-1603,YJR101W
CPX-1603,YBL090W
CPX-1603,YHR059W
CPX-1603,YPR166C
CPX-1603,YER050C
CPX-1603,YOR158W
CPX-1603,YGR215W
CPX-1603,YPL013C
CPX-1603,YIL093C
CPX-1603,YHL004W
CPX-1603,YPL118W
CPX-1603,YNL137C
CPX-1603,YNL081C
CPX-1603,YGR165W
CPX-1603,YMR188C
CPX-1603,YJR113C
CPX-1603,YNL306W
CPX-1603,YNR037C
CPX-1603,YBR251W
CPX-1603,YBR146W
CPX-1603,YKL003C
CPX-1603,YDR347W
CPX-1603,YMR158W
CPX-1603,YDR175C
CPX-1603,YGR084C
CPX-1603,YLR204W
CPX-1606,YOL010W
CPX-1606,YPL217C
CPX-1610,YBL003C
CPX-1610,YNL030W
CPX-1610,YBR010W
CPX-1610,YBL002W
CPX-1611,YBL003C
CPX-1611,YDR224C
CPX-1611,YNL030W
CPX-1611,YBR010W
CPX-1612,YDR224C
CPX-1612,YNL030W
CPX-1612,YDR225W
CPX-1612,YBR010W
CPX-1613,YOL012C
CPX-1613,YDR224C
CPX-1613,YNL030W
CPX-1613,YBR010W
CPX-1614,YOL012C
CPX-1614,YNL030W
CPX-1614,YBR010W
CPX-1614,YBL002W
CPX-1616,YGR167W
CPX-1616,YGL206C
CPX-3342,YLR404W
CPX-3342,YCL005W
CPX-3384,YKR063C
CPX-3384,YOR048C
CPX-3384,YGL246C
CPX-3384,YLL035W
CPX-3462,YAL041W
CPX-3462,YBR200W
CPX-3462,YNL298W
CPX-3503,YGL106W
CPX-3503,YMR032W
CPX-3503,YPL242C
CPX-3541,YER071C
CPX-3541,YIR003W
CPX-3621,YDR499W
CPX-3621,YBR136W
CPX-3681,YDR131C
CPX-3681,YDR328C
CPX-3681,YOL133W
CPX-3681,YDR054C
CPX-3681,YDL132W
CPX-824,YLR335W
CPX-824,YDL116W
CPX-824,YER105C
CPX-824,YJR042W
CPX-824,YDL088C
CPX-824,YAR002W
CPX-824,YJL041W
CPX-824,YJL061W
CPX-824,YGL172W
CPX-824,YKL057C
CPX-824,YBL079W
CPX-824,YKR095W
CPX-824,YKR082W
CPX-824,YDL207W
CPX-824,YMR129W
CPX-824,YLR208W
CPX-824,YGL100W
CPX-824,YIL115C
CPX-824,YIL149C
CPX-824,YOR098C
CPX-824,YML103C
CPX-824,YGR119C
CPX-824,YML031W
CPX-824,YDR424C
CPX-824,YMR153W
CPX-824,YKL068W
CPX-824,YFR002W
CPX-824,YDR192C
CPX-824,YMR047C
CPX-824,YLR018C
CPX-824,YER107C
CPX-824,YJL039C
CPX-1839,YEL036C
CPX-1839,YDR245W
CPX-1839,YJR075W
CPX-1839,YPL050C
CPX-1839,YJL183W
CPX-1622,YNR006W
CPX-1622,YHL002W
CPX-1623,YPL002C
CPX-1623,YLR417W
CPX-1623,YJR102C
CPX-1624,YKL002W
CPX-1624,YKL041W
CPX-1624,YMR077C
CPX-1624,YLR025W
CPX-1625,YLR148W
CPX-1625,YDL077C
CPX-1625,YMR231W
CPX-1625,YPL045W
CPX-1625,YLR396C
CPX-1625,YDR080W
CPX-1626,YLR148W
CPX-1626,YAL002W
CPX-1626,YMR231W
CPX-1626,YPL045W
CPX-1626,YLR396C
CPX-1626,YDR495C
CPX-1627,YDR202C
CPX-1627,YDR328C
CPX-1627,YJR033C
CPX-1628,YOL149W
CPX-1628,YNL118C
CPX-1629,YOR297C
CPX-1629,YBR091C
CPX-1629,YHR005C-A
CPX-1629,YDL217C
CPX-1629,YJL054W
CPX-1630,YLR163C
CPX-1630,YHR024C
CPX-1631,YJL125C
CPX-1631,YNL062C
CPX-1632,YDR165W
CPX-1632,YDL201W
CPX-1633,YKL058W
CPX-1633,YOR194C
CPX-1634,YKL019W
CPX-1634,YDL090C
CPX-1635,YGL155W
CPX-1635,YKL019W
CPX-1636,YPR176C
CPX-1636,YJL031C
CPX-1636,YOR370C
CPX-1637,YKL007W
CPX-1637,YIL034C
CPX-1638,YML019W
CPX-1638,YJL002C
CPX-1638,YOR103C
CPX-1638,YGL022W
CPX-1638,YMR149W
CPX-1638,YEL002C
CPX-1638,YGL226C-A
CPX-1638,YDL232W
CPX-1639,YJL002C
CPX-1639,YOR103C
CPX-1639,YGL022W
CPX-1639,YMR149W
CPX-1639,YOR085W
CPX-1639,YEL002C
CPX-1639,YGL226C-A
CPX-1639,YDL232W
CPX-1640,YEL037C
CPX-1640,YER162C
CPX-1641,YJL072C
CPX-1641,YOL146W
CPX-1641,YDR489W
CPX-1641,YDR013W
CPX-1642,YDR167W
CPX-1642,YPL129W
CPX-1642,YCR042C
CPX-1642,YGL112C
CPX-1642,YGR274C
CPX-1642,YPL011C
CPX-1642,YDR145W
CPX-1642,YMR236W
CPX-1642,YML114C
CPX-1642,YBR198C
CPX-1642,YML015C
CPX-1642,YMR005W
CPX-1642,YER148W
CPX-1642,YML098W
CPX-1642,YMR227C
CPX-1643,YGL047W
CPX-1643,YBR070C
CPX-1644,YGL183C
CPX-1644,YGL033W
CPX-1645,YOR212W
CPX-1645,YJR086W
CPX-1646,YOR212W
CPX-1646,YJR086W
CPX-1646,YHR005C
CPX-1647,YML049C
CPX-1647,YOR319W
CPX-1647,YMR288W
CPX-1647,YMR240C
CPX-1647,YNL138W-A
CPX-1647,YPR094W
CPX-1648,YDL030W
CPX-1648,YDL043C
CPX-1648,YJL203W
CPX-1649,YIR005W
CPX-1649,YGL174W
CPX-1649,YLR016C
CPX-1651,YML049C
CPX-1651,YPL213W
CPX-1651,YNL245C
CPX-1651,YBR065C
CPX-1651,YGL174W
CPX-1651,YMR288W
CPX-1651,YMR213W
CPX-1651,YER172C
CPX-1651,YCR063W
CPX-1651,YPR182W
CPX-1651,YDR364C
CPX-1651,YPL064C
CPX-1651,YDR088C
CPX-1651,YIR009W
CPX-1651,YJL203W
CPX-1651,YLR275W
CPX-1651,YER029C
CPX-1651,YPL151C
CPX-1651,YIR005W
CPX-1651,YLR117C
CPX-1651,YHR165C
CPX-1651,YLR147C
CPX-1651,YGL128C
CPX-1651,YDR416W
CPX-1651,YLL036C
CPX-1651,YBR188C
CPX-1651,YDL043C
CPX-1651,YKL095W
CPX-1651,YDL209C
CPX-1651,YMR240C
CPX-1651,YOR148C
CPX-1651,YLR323C
CPX-1651,YGR278W
CPX-1651,YER013W
CPX-1651,YAL032C
CPX-1651,YGR129W
CPX-1651,YPR101W
CPX-1651,YGR074W
CPX-1651,YDL030W
CPX-1651,YJR050W
CPX-1651,YDR163W
CPX-1651,YDR482C
CPX-1651,YKL173W
CPX-1652,YDR238C
CPX-1652,YNL287W
CPX-1652,YIL076W
CPX-1652,YDL145C
CPX-1652,YFR051C
CPX-1652,YGL137W
CPX-1652,YPL010W
CPX-1653,YHR012W
CPX-1653,YJL053W
CPX-1653,YOR069W
CPX-1653,YJL154C
CPX-1653,YOR132W
CPX-1654,YER017C
CPX-1654,YMR089C
CPX-1655,YPR024W
CPX-1655,YMR115W
CPX-1655,YCL044C
CPX-1656,YAL001C
CPX-1656,YOR110W
CPX-1656,YBR123C
CPX-1656,YDR362C
CPX-1656,YGR047C
CPX-1656,YPL007C
CPX-1657,YMR125W
CPX-1657,YPL178W
CPX-1658,YKR062W
CPX-1658,YKL028W
CPX-1659,YDL108W
CPX-1659,YPL122C
CPX-1659,YDR079C-A
CPX-1659,YDR311W
CPX-1659,YPR025C
CPX-1659,YER171W
CPX-1659,YPR056W
CPX-1659,YIL143C
CPX-1659,YDR460W
CPX-1659,YOR352W
CPX-1659,YLR005W
CPX-1660,YDL108W
CPX-1660,YDR460W
CPX-1660,YPR025C
CPX-1661,YML010W
CPX-1661,YGR063C
CPX-1662,YER159C
CPX-1662,YDR397C
CPX-1663,YBR112C
CPX-1663,YCR084C
CPX-1664,YPR110C
CPX-1664,YNL248C
CPX-1664,YPR010C
CPX-1664,YOR210W
CPX-1664,YPR187W
CPX-1664,YOR224C
CPX-1664,YHR143W-A
CPX-1664,YBR154C
CPX-1664,YJR063W
CPX-1664,YOR340C
CPX-1664,YDR156W
CPX-1664,YOR341W
CPX-1664,YNL113W
CPX-1664,YJL148W
CPX-1665,YGL090W
CPX-1665,YOR005C
CPX-1666,YMR167W
CPX-1666,YNL082W
CPX-1667,YMR167W
CPX-1667,YLR035C
CPX-1668,YPL164C
CPX-1668,YMR167W
CPX-1669,YFR028C
CPX-1669,YJL076W
CPX-1669,YDL042C
CPX-1670,YDR386W
CPX-1670,YBR098W
CPX-1671,YGR078C
CPX-1671,YLR200W
CPX-1671,YNL153C
CPX-1671,YEL003W
CPX-1671,YML094W
CPX-1671,YJL179W
CPX-1672,YPL050C
CPX-1672,YML115C
CPX-1673,YNL273W
CPX-1673,YMR048W
CPX-1674,YGL124C
CPX-1674,YBR131W
CPX-1675,YLR314C
CPX-1675,YHR107C
CPX-1675,YJR076C
CPX-1675,YDL225W
CPX-1675,YCR002C
CPX-1676,YPL166W
CPX-1676,YLR423C
CPX-1676,YDR022C
CPX-1676,YPR185W
CPX-1676,YGL180W
CPX-1677,YPL120W
CPX-1677,YLR240W
CPX-1677,YBR097W
CPX-1677,YLR360W
CPX-1678,YJR036C
CPX-1678,YIL079C
CPX-1678,YOL115W
CPX-1678,YJL050W
CPX-1679,YJR036C
CPX-1679,YDL175C
CPX-1679,YOL115W
CPX-1679,YJL050W
CPX-1680,YIL079C
CPX-1680,YNL299W
CPX-1680,YJL050W
CPX-1681,YCR086W
CPX-1681,YER106W
CPX-1681,YPL204W
CPX-1681,YDR439W
CPX-1682,YEL056W
CPX-1682,YPL001W
CPX-1682,YLL022C
CPX-1683,YIL106W
CPX-1683,YGR092W
CPX-1684,YFL034C-B
CPX-1684,YNL161W
CPX-1685,YLR226W
CPX-1685,YPR161C
CPX-1687,YOL072W
CPX-1687,YDR159W
CPX-1688,YPL031C
CPX-1688,YOL001W
CPX-1689,YER059W
CPX-1689,YPL031C
CPX-1690,YIL050W
CPX-1690,YPL031C
CPX-1691,YPL219W
CPX-1691,YPL031C
CPX-1692,YGL134W
CPX-1692,YPL031C
CPX-1693,YGL215W
CPX-1693,YPL031C
CPX-1694,YDL127W
CPX-1694,YPL031C
CPX-1695,YNL289W
CPX-1695,YPL031C
CPX-1696,YPL031C
CPX-1696,YHR071W
CPX-1697,YDL179W
CPX-1697,YPL031C
CPX-1698,YAR002C-A
CPX-1698,YGL200C
CPX-1698,YAL007C
CPX-1698,YML012W
CPX-1699,YBR160W
CPX-1699,YMR199W
CPX-1699,YBR135W
CPX-1700,YBR160W
CPX-1700,YBR135W
CPX-1700,YAL040C
CPX-1701,YBR160W
CPX-1701,YPR119W
CPX-1702,YBR160W
CPX-1702,YPR120C
CPX-1703,YGR231C
CPX-1703,YGR132C
CPX-1704,YDL154W
CPX-1704,YFL003C
CPX-1705,YAR014C
CPX-1705,YER133W
CPX-1706,YHL003C
CPX-1706,YKL008C
CPX-1706,YMR298W
CPX-1707,YPL111W
CPX-1707,YJL088W
CPX-1708,YMR201C
CPX-1708,YPL022W
CPX-1708,YML095C
CPX-1709,YKL112W
CPX-1709,YJR052W
CPX-1709,YBR114W
CPX-1710,YKL139W
CPX-1710,YML112W
CPX-1710,YJL006C
CPX-1711,YHR085W
CPX-1711,YHR197W
CPX-1711,YNL182C
CPX-1712,YLR314C
CPX-1712,YHR107C
CPX-1712,YKR048C
CPX-1712,YJR076C
CPX-1712,YDR507C
CPX-1712,YDL225W
CPX-1712,YNL166C
CPX-1712,YCR002C
CPX-1715,YJR066W
CPX-1715,YHR186C
CPX-1715,YPL180W
CPX-1715,YNL006W
CPX-1716,YHR186C
CPX-1716,YPL180W
CPX-1716,YKL203C
CPX-1716,YNL006W
CPX-1717,YMR068W
CPX-1717,YER093C
CPX-1717,YJL058C
CPX-1717,YNL006W
CPX-1717,YKL203C
CPX-1717,YOL078W
CPX-1718,YKR020W
CPX-1718,YDR484W
CPX-1718,YDR027C
CPX-1718,YJL029C
CPX-1719,YLR330W
CPX-1719,YOR299W
CPX-1719,YKR027W
CPX-1719,YJL099W
CPX-1719,YMR237W
CPX-1720,YDR279W
CPX-1720,YNL072W
CPX-1720,YLR154C
CPX-1721,YLR038C
CPX-1721,YMR256C
CPX-1722,YLR038C
CPX-1722,YMR256C
CPX-1726,YBR279W
CPX-1726,YOR123C
CPX-1726,YLR418C
CPX-1726,YOL145C
CPX-1726,YGL244W
CPX-1730,YKL188C
CPX-1730,YPL147W
CPX-1731,YMR078C
CPX-1731,YNL290W
CPX-1731,YCL016C
CPX-1731,YJR068W
CPX-1731,YHR191C
CPX-1731,YOL094C
CPX-1731,YBR087W
CPX-1732,YMR284W
CPX-1732,YMR106C
CPX-1733,YOR206W
CPX-1733,YDR060W
CPX-1734,YOR206W
CPX-1734,YLR002C
CPX-1735,YDL148C
CPX-1735,YPR144C
CPX-1738,YLR060W
CPX-1738,YFL022C
CPX-1739,YBR036C
CPX-1739,YPL057C
CPX-1740,YBR036C
CPX-1740,YBR161W
CPX-1742,YJL035C
CPX-1742,YLR316C
CPX-1743,YHR064C
CPX-1743,YGR285C
CPX-1744,YHR083W
CPX-1744,YMR060C
CPX-1744,YNL026W
CPX-1786,YGL145W
CPX-1786,YLR440C
CPX-1786,YNL258C
CPX-1787,YAL009W
CPX-1787,YHR004C
CPX-1793,YNL253W
CPX-1793,YDL084W
CPX-1793,YNL139C
CPX-1793,YDR138W
CPX-1793,YML062C
CPX-1793,YDR381W
CPX-1892,YEL059C-A
CPX-1892,YMR150C
CPX-1892,YMR035W
CPX-5304,YDR498C
CPX-5304,YOR075W
CPX-5304,YLR268W
CPX-5304,YGL098W
CPX-5321,YDR468C
CPX-5321,YMR197C
CPX-5321,YOR327C
CPX-5321,YOL018C
CPX-5322,YDR468C
CPX-5322,YMR197C
CPX-5322,YAL030W
CPX-5322,YOL018C
CPX-5341,YPR111W
CPX-5341,YIL106W
CPX-1887,YMR197C
CPX-1887,YOR106W
CPX-1887,YGL212W
CPX-1887,YKL196C
CPX-5401,YMR197C
CPX-5401,YLR093C
CPX-5401,YOR106W
CPX-5401,YGL212W
CPX-5421,YOR036W
CPX-5421,YMR197C
CPX-5421,YAL014C
CPX-5421,YKL196C
CPX-5422,YDR468C
CPX-5422,YOR036W
CPX-5422,YMR197C
CPX-5422,YKL196C
CPX-5423,YDR468C
CPX-5423,YOR036W
CPX-5423,YMR197C
CPX-5423,YAL030W
CPX-5424,YOR036W
CPX-5424,YMR197C
CPX-5424,YAL014C
CPX-5424,YAL030W
CPX-5441,YGL249W
CPX-5441,YHR153C
CPX-5442,YGL249W
CPX-5442,YIL073C
CPX-5442,YHR153C
CPX-5461,YOR036W
CPX-5461,YMR197C
CPX-5461,YAL014C
CPX-5461,YOR327C
CPX-5462,YDR468C
CPX-5462,YOR036W
CPX-5462,YMR197C
CPX-5462,YOR327C
CPX-1365,YPL232W
CPX-1365,YGR009C
CPX-1365,YAL030W
CPX-5463,YPL232W
CPX-5463,YGR009C
CPX-5463,YOR327C
CPX-5464,YPL232W
CPX-5464,YAL030W
CPX-5464,YMR017W
CPX-5465,YMR183C
CPX-5465,YGR009C
CPX-5465,YOR327C
CPX-5466,YPL232W
CPX-5466,YOR327C
CPX-5466,YMR017W
CPX-1369,YMR183C
CPX-1369,YGR009C
CPX-1369,YAL030W
CPX-5521,YPL232W
CPX-5521,YLR093C
CPX-5521,YGR009C
CPX-1800,YER068W
CPX-1800,YPR072W
CPX-1800,YAL021C
CPX-1800,YNL288W
CPX-1800,YDL165W
CPX-1800,YNR052C
CPX-1800,YIL038C
CPX-1800,YGR134W
CPX-1800,YCR093W
CPX-1805,YPL174C
CPX-1805,YMR294W
CPX-1805,YLL049W
CPX-1805,YHR129C
CPX-1805,YDR106W
CPX-1806,YPL194W
CPX-1806,YOR368W
CPX-1806,YLR288C
CPX-1807,YNL290W
CPX-1807,YJR068W
CPX-1807,YER173W
CPX-1807,YOL094C
CPX-1807,YBR087W
CPX-1808,YFR009W
CPX-1808,YGL195W
CPX-1809,YJR021C
CPX-1809,YER044C-A
CPX-1809,YMR133W
CPX-1810,YBL052C
CPX-1810,YPR031W
CPX-1810,YPL129W
CPX-1810,YOR064C
CPX-1810,YJR082C
CPX-1811,YLR442C
CPX-1811,YDR227W
CPX-1811,YDL042C
CPX-1812,YPR165W
CPX-1812,YLR342W
CPX-1813,YPR165W
CPX-1813,YGR032W
CPX-1814,YHR034C
CPX-1814,YPL235W
CPX-1814,YDR190C
CPX-1814,YCR060W
CPX-6127,YGR033C
CPX-6127,YPL098C
CPX-6127,YJL143W
CPX-6127,YPL063W
CPX-6127,YNR017W
CPX-539,YLR008C
CPX-539,YJL104W
CPX-539,YOR232W
CPX-539,YJR045C
CPX-539,YJL143W
CPX-539,YKR065C
CPX-539,YIL022W
CPX-539,YPL063W
CPX-539,YNR017W
CPX-1830,YKL109W
CPX-1830,YOR358W
CPX-1830,YGL237C
CPX-1830,YBL021C
CPX-1831,YMR146C
CPX-1831,YDR429C
CPX-1831,YOR361C
CPX-1831,YBR079C
CPX-1831,YMR309C
CPX-1832,YAR008W
CPX-1832,YPL083C
CPX-1832,YLR105C
CPX-1832,YMR059W
CPX-1833,YDR086C
CPX-1833,YER087C-B
CPX-1833,YLR378C
CPX-1834,YDR086C
CPX-1834,YBR283C
CPX-1834,YER019C-A
CPX-1835,YJR010C-A
CPX-1835,YLR066W
CPX-1835,YML055W
CPX-1835,YIR022W
CPX-1836,YJL025W
CPX-1836,YML043C
CPX-1836,YBL014C
CPX-1837,YNL230C
CPX-1837,YGR003W
CPX-1837,YPL046C
CPX-1837,YOL133W
CPX-1838,YNR044W
CPX-1838,YGL032C
CPX-1840,YML071C
CPX-1840,YER157W
CPX-1840,YGL005C
CPX-1840,YGL223C
CPX-1840,YNL041C
CPX-1840,YGR120C
CPX-1840,YPR105C
CPX-1840,YNL051W
CPX-1846,YBL046W
CPX-1846,YNL201C
CPX-1846,YDR075W
CPX-1848,YPL149W
CPX-1848,YBR217W
CPX-1849,YPL149W
CPX-1849,YBR217W
CPX-1849,YMR159C
CPX-1850,YKL211C
CPX-1850,YER090W
CPX-1851,YNL330C
CPX-1851,YPL139C
CPX-1851,YMR075W
CPX-1851,YOL004W
CPX-1851,YPR023C
CPX-1852,YNL330C
CPX-1852,YNL097C
CPX-1852,YPL181W
CPX-1852,YMR263W
CPX-1852,YPL139C
CPX-1852,YDL076C
CPX-1852,YOL004W
CPX-1852,YAL013W
CPX-1852,YIL084C
CPX-1852,YBR095C
CPX-1853,YCR081W
CPX-1853,YPL042C
CPX-1853,YNL025C
CPX-1853,YDR443C
CPX-1854,YIL004C
CPX-1854,YLR268W
CPX-1854,YLR026C
CPX-1854,YLR078C
CPX-1855,YLR026C
CPX-1855,YHL031C
CPX-1855,YKL006C-A
CPX-1855,YKL196C
CPX-1856,YAL016W
CPX-1856,YGL190C
CPX-1856,YDL134C
CPX-1857,YAL016W
CPX-1857,YOR014W
CPX-1857,YDL134C
CPX-1858,YAL016W
CPX-1858,YDL188C
CPX-1858,YOR014W
CPX-1859,YAL016W
CPX-1859,YDL188C
CPX-1859,YGL190C
CPX-1861,YOR007C
CPX-1861,YOL111C
CPX-1861,YOR164C
CPX-1861,YLL026W
CPX-1861,YBR137W
CPX-1862,YMR049C
CPX-1862,YOR272W
CPX-1862,YGR103W
CPX-1863,YDL047W
CPX-1863,YIL153W
CPX-1863,YMR028W
CPX-1864,YDL047W
CPX-1864,YFR040W
CPX-1865,YDL047W
CPX-1865,YJL098W
CPX-1866,YDL047W
CPX-1866,YKR028W
CPX-1867,YIL026C
CPX-1867,YJL074C
CPX-1867,YFL008W
CPX-1867,YDL003W
CPX-1868,YDR180W
CPX-1868,YER147C
CPX-1869,YDR325W
CPX-1869,YLR272C
CPX-1869,YLR086W
CPX-1869,YBL097W
CPX-1869,YFR031C
CPX-6643,YGL110C
CPX-6643,YGR271W
CPX-6643,YKR023W
CPX-608,YOR023C
CPX-608,YGR252W
CPX-608,YDR176W
CPX-608,YDR448W
CPX-608,YCL010C
CPX-608,YCR082W
CPX-675,YBR081C
CPX-675,YGR252W
CPX-675,YDR392W
CPX-675,YHR099W
CPX-675,YPL047W
CPX-675,YDR145W
CPX-675,YDR176W
CPX-675,YCL010C
CPX-675,YBR198C
CPX-675,YGL066W
CPX-675,YGL112C
CPX-675,YBR111W-A
CPX-675,YMR223W
CPX-675,YMR236W
CPX-675,YPL254W
CPX-675,YOL148C
CPX-675,YDR167W
CPX-675,YDR448W
CPX-675,YER164W
CPX-392,YCL017C
CPX-392,YDL120W
CPX-392,YPL135W
CPX-392,YER048W-A
CPX-392,YPL252C
CPX-392,YKL192C
CPX-6864,YDR098C
CPX-6864,YGL220W
CPX-6865,YER174C
CPX-6865,YGL220W
CPX-1192,YHR026W
CPX-1192,YLR447C
CPX-1192,YDL185W
CPX-1192,YOR332W
CPX-1192,YPR170W-B
CPX-1192,YHR039C-A
CPX-1192,YPR036W
CPX-1192,YEL051W
CPX-1192,YPL234C
CPX-1192,YKL080W
CPX-1192,YGR020C
CPX-1192,YCL005W-A
CPX-1192,YEL027W
CPX-1192,YMR054W
CPX-1192,YGR106C
CPX-1192,YBR127C
CPX-1193,YHR026W
CPX-1193,YLR447C
CPX-1193,YDL185W
CPX-1193,YOR332W
CPX-1193,YPR170W-B
CPX-1193,YOR270C
CPX-1193,YPR036W
CPX-1193,YEL051W
CPX-1193,YPL234C
CPX-1193,YHR039C-A
CPX-1193,YKL080W
CPX-1193,YGR020C
CPX-1193,YCL005W-A
CPX-1193,YEL027W
CPX-1193,YGR106C
CPX-1193,YBR127C
CPX-6928,YPL059W
CPX-6928,YAL044W-A
CPX-6930,YAL046C
CPX-6930,YPL059W
CPX-1872,YNL250W
CPX-1872,YMR224C
CPX-1872,YDR369C
CPX-1873,YHR062C
CPX-1873,YNL221C
CPX-1873,YGR030C
CPX-1873,YBL018C
CPX-1873,YBR167C
CPX-1873,YNL282W
CPX-1873,YAL033W
CPX-1873,YBR257W
CPX-1873,YIR015W
CPX-1686,YOL072W
CPX-1686,YDR159W
CPX-1686,YOR257W
CPX-1686,YBR111W-A
CPX-1881,YLR240W
CPX-1881,YLR211C
CPX-1881,YBR128C
CPX-1881,YPL120W
CPX-1881,YBR097W
CPX-1882,YAL005C
CPX-1882,YLR256W
CPX-1882,YCL037C
CPX-1882,YNL064C
CPX-1883,YLL024C
CPX-1883,YLR256W
CPX-1883,YCL037C
CPX-1883,YNL064C
CPX-1884,YNL021W
CPX-1884,YPR179C
CPX-1884,YDR295C
CPX-1885,YLR117C
CPX-1885,YGR129W
CPX-1885,YPR101W
CPX-1885,YMR213W
CPX-1885,YDR416W
CPX-1885,YLL036C
CPX-1885,YBR188C
CPX-1885,YJR050W
CPX-1886,YLR424W
CPX-1886,YGL120C
CPX-1886,YKR022C
CPX-1888,YCR052W
CPX-1888,YLR321C
CPX-1888,YLR033W
CPX-1888,YIL126W
CPX-1888,YLR357W
CPX-1888,YGR275W
CPX-1888,YKR008W
CPX-1888,YPR034W
CPX-1888,YFR037C
CPX-1888,YML127W
CPX-1888,YBL006C
CPX-1888,YMR091C
CPX-1888,YMR033W
CPX-1888,YHR056C
CPX-1888,YDR303C
CPX-1888,YCR020W-B
CPX-1889,YCR052W
CPX-1889,YLR321C
CPX-1889,YLR033W
CPX-1889,YIL126W
CPX-1889,YGR275W
CPX-1889,YKR008W
CPX-1889,YPR034W
CPX-1889,YFR037C
CPX-1889,YGR056W
CPX-1889,YML127W
CPX-1889,YBL006C
CPX-1889,YMR091C
CPX-1889,YMR033W
CPX-1889,YHR056C
CPX-1889,YDR303C
CPX-1889,YCR020W-B
CPX-1890,YIL068C
CPX-1890,YPR055W
CPX-1890,YGL233W
CPX-1890,YLR166C
CPX-1890,YBR102C
CPX-1890,YJL085W
CPX-1890,YER008C
CPX-1890,YDR166C
CPX-1891,YDR404C
CPX-1891,YJL140W
CPX-1893,YJR002W
CPX-1893,YNL075W
CPX-1893,YHR148W
CPX-1894,YDL216C
CPX-1894,YJR084W
CPX-1894,YMR025W
CPX-1894,YOL117W
CPX-1894,YDR179C
CPX-1894,YIL071C
CPX-1895,YDR228C
CPX-1895,YGL044C
CPX-1895,YOR250C
CPX-1895,YMR061W
CPX-1896,YOR250C
CPX-1896,YMR061W
CPX-1896,YOL123W
CPX-1896,YDR228C
CPX-1896,YGL044C
CPX-2662,YOL005C
CPX-2662,YDR404C
CPX-2662,YOR210W
CPX-2662,YPR187W
CPX-2662,YDL140C
CPX-2662,YOR224C
CPX-2662,YHR143W-A
CPX-2662,YOR151C
CPX-2662,YBR154C
CPX-2662,YGL070C
CPX-2662,YJL140W
CPX-2662,YIL021W
CPX-1898,YMR094W
CPX-1898,YMR168C
CPX-1898,YGR140W
CPX-1898,YDR328C
CPX-1899,YGL093W
CPX-1899,YDR532C
CPX-1900,YPL209C
CPX-1900,YBR156C
CPX-1900,YHR199C-A
CPX-1900,YJR089W
CPX-1604,YNL075W
CPX-1604,YIL019W
CPX-1604,YDR339C
CPX-1604,YNL132W
CPX-1604,YPR144C
CPX-1604,YLL011W
CPX-1604,YLR222C
CPX-1604,YPL217C
CPX-1604,YKR060W
CPX-1604,YGR145W
CPX-1604,YLR409C
CPX-1604,YBL004W
CPX-1604,YDL148C
CPX-1604,YDL014W
CPX-1604,YHR196W
CPX-1604,YLR186W
CPX-1604,YMR229C
CPX-1604,YDR398W
CPX-1604,YDR324C
CPX-1604,YDR449C
CPX-1604,YJL109C
CPX-1604,YPL126W
CPX-1604,YCR057C
CPX-1604,YML093W
CPX-1604,YOL010W
CPX-1604,YER082C
CPX-1604,YER127W
CPX-1604,YLR197W
CPX-1604,YEL026W
CPX-1604,YCL031C
CPX-1604,YHR148W
CPX-1604,YMR128W
CPX-1604,YKL099C
CPX-1604,YGR128C
CPX-1604,YDL153C
CPX-1604,YOR145C
CPX-1604,YBR247C
CPX-1604,YPR137W
CPX-1604,YJR002W
CPX-1604,YOR310C
CPX-1604,YGR090W
CPX-1604,YJL069C
CPX-1604,YOR078W
CPX-1604,YLR051C
CPX-1604,YLR129W
CPX-1604,YMR093W
CPX-1604,YCL059C
CPX-7884,YGR066C
CPX-7884,YGL227W
CPX-7884,YMR135C
CPX-7884,YIL017C
CPX-7884,YIL097W
CPX-7884,YCL039W
CPX-7884,YDR255C
