protein_id,dataset,aliases,go_terms,go_term_names_if_available,go_namespaces,non_generic_go_terms,neighbor_ids,weighted_degree,local_clustering,k_core_score,text_profile,evidence_richness,annotation_uncertainty,weighted_degree_norm,local_clustering_norm,k_core_score_norm,evidence_richness_norm,annotation_uncertainty_norm
YHR064C,krogan,,GO:0000166;GO:0002181;GO:0005524;GO:0005737;GO:0005840;GO:0005844;GO:0006364;GO:0006450;GO:0006452;GO:0006986;GO:0016887;GO:0031072;GO:0034620;GO:0042026;GO:0044183;GO:0051082;GO:0051083;GO:0051085;GO:0051787,,,GO:0000166;GO:0002181;GO:0005524;GO:0005737;GO:0005840;GO:0005844;GO:0006364;GO:0006450;GO:0006452;GO:0006986;GO:0016887;GO:0031072;GO:0034620;GO:0042026;GO:0044183;GO:0051082;GO:0051083;GO:0051085;GO:0051787,YBL058W;YBR139W;YBR212W;YCL014W;YDR234W;YDR457W;YFL007W;YFL013C;YGL066W;YBR069C;YGR285C;YIL063C;YLR135W;YLR262C;YMR186W;YNL209W;YOR081C;YPR173C,18.0,0.0915032679738562,6,YHR064C GO:0000166 GO:0002181 GO:0005524 GO:0005737 GO:0005840 GO:0005844 GO:0006364 GO:0006450 GO:0006452 GO:0006986 GO:0016887 GO:0031072 GO:0034620 GO:0042026 GO:0044183 GO:0051082 GO:0051083 GO:0051085 GO:0051787,20,0.0,0.1223021582733813,0.0915032679738562,0.35714285714285715,0.2923076923076923,0.0
YBL067C,krogan,,GO:0004197;GO:0004843;GO:0006508;GO:0006511;GO:0008233;GO:0008234;GO:0010995;GO:0016579;GO:0016787;GO:0036459,,,GO:0004197;GO:0004843;GO:0006508;GO:0006511;GO:0008233;GO:0008234;GO:0010995;GO:0016579;GO:0016787;GO:0036459,YER030W;YML105C;YOL087C,3.0,0.0,2,YBL067C GO:0004197 GO:0004843 GO:0006508 GO:0006511 GO:0008233 GO:0008234 GO:0010995 GO:0016579 GO:0016787 GO:0036459,11,0.0,0.014388489208633094,0.0,0.07142857142857142,0.15384615384615385,0.0
YER030W,krogan,,GO:0005634;GO:0006338;GO:0042393,,,GO:0005634;GO:0006338;GO:0042393,YBL067C;YOR361C;YJL125C;YPL090C,4.0,0.0,3,YER030W GO:0005634 GO:0006338 GO:0042393,4,0.4,0.02158273381294964,0.0,0.14285714285714285,0.046153846153846156,0.4
YML105C,krogan,,GO:0005737;GO:0005786;GO:0006614;GO:0006617;GO:0008312;GO:0048500,,,GO:0005737;GO:0005786;GO:0006614;GO:0006617;GO:0008312;GO:0048500,YBL067C;YBR087W;YCR090C;YDL078C;YDL092W;YDR365C;YEL056W;YER022W;YGR250C;YIL108W;YKL122C;YKR083C;YLR249W;YOR196C;YPL243W,15.0,0.02857142857142857,6,YML105C GO:0005737 GO:0005786 GO:0006614 GO:0006617 GO:0008312 GO:0048500,7,0.0,0.10071942446043165,0.02857142857142857,0.35714285714285715,0.09230769230769231,0.0
YOL087C,krogan,,GO:0005737;GO:0043130;GO:1903003,,,GO:0005737;GO:0043130;GO:1903003,YBL067C;YER098W;YNL209W,3.0,0.0,2,YOL087C GO:0005737 GO:0043130 GO:1903003,4,0.4,0.014388489208633094,0.0,0.07142857142857142,0.046153846153846156,0.4
YAL020C,krogan,,GO:0002098;GO:0005737;GO:0008033,,,GO:0002098;GO:0005737;GO:0008033,YBL071W-A,1.0,0.0,1,YAL020C GO:0002098 GO:0005737 GO:0008033,4,0.4,0.0,0.0,0.0,0.046153846153846156,0.4
YBL071W-A,krogan,,GO:0002098;GO:0005506;GO:0005634;GO:0005737;GO:0005829;GO:0008033;GO:0008270;GO:0016730;GO:0017183;GO:0046872;GO:0055114,,,GO:0002098;GO:0005506;GO:0005634;GO:0005737;GO:0005829;GO:0008033;GO:0008270;GO:0016730;GO:0017183;GO:0046872;GO:0055114,YAL020C;YCR009C;YDR385W;YDR388W;YEL037C;YIL103W;YKL191W;YLR384C;YLR429W,9.0,0.2777777777777778,6,YBL071W-A GO:0002098 GO:0005506 GO:0005634 GO:0005737 GO:0005829 GO:0008033 GO:0008270 GO:0016730 GO:0017183 GO:0046872 GO:0055114,12,0.0,0.05755395683453238,0.2777777777777778,0.35714285714285715,0.16923076923076924,0.0
YDR385W,krogan,,GO:0000166;GO:0003723;GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0005829;GO:0006412;GO:0006414;GO:0019843;GO:0043022;GO:0045901;GO:0051087;GO:1990145;GO:1990904,,,GO:0000166;GO:0003723;GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0005829;GO:0006412;GO:0006414;GO:0019843;GO:0043022;GO:0045901;GO:0051087;GO:1990145;GO:1990904,YBL071W-A;YDR044W;YDR166C;YER023W;YIL103W;YJL046W;YKL191W;YMR315W;YGL105W;YGR187C;YJL033W;YLR027C;YML011C;YMR031C;YNL045W;YNL250W;YPL022W;YNL189W;YOR133W;YHL014C;YIR007W;YJL062W-A;YOL013C,23.0,0.02766798418972332,7,YDR385W GO:0000166 GO:0003723 GO:0003746 GO:0003924 GO:0005525 GO:0005737 GO:0005829 GO:0006412 GO:0006414 GO:0019843 GO:0043022 GO:0045901 GO:0051087 GO:1990145 GO:1990904,16,0.0,0.15827338129496402,0.02766798418972332,0.42857142857142855,0.23076923076923078,0.0
YEL037C,krogan,,GO:0000111;GO:0000122;GO:0000224;GO:0003684;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0006281;GO:0006289;GO:0006517;GO:0006974;GO:0030433;GO:0030674;GO:0031593;GO:0042025;GO:0043130;GO:0043161;GO:0051168;GO:0070628,,,GO:0000111;GO:0000122;GO:0000224;GO:0003684;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0006281;GO:0006289;GO:0006517;GO:0006974;GO:0030433;GO:0030674;GO:0031593;GO:0042025;GO:0043130;GO:0043161;GO:0051168;GO:0070628,YBL071W-A;YDR172W;YBL075C;YBR109C;YBR234C;YCR009C;YDL007W;YDL029W;YDL190C;YDR081C;YDR129C;YDR363W-A;YDR388W;YDR394W;YDR427W;YER095W;YER162C;YFR004W;YGL106W;YHR027C;YHR200W;YIL075C;YIL148W;YJR065C;YKL145W;YLL050C;YLR429W;YML011C;YNR031C;YOR117W;YOR259C;YPL096W,32.0,0.14112903225806453,11,YEL037C GO:0000111 GO:0000122 GO:0000224 GO:0003684 GO:0005634 GO:0005654 GO:0005737 GO:0005739 GO:0005829 GO:0006281 GO:0006289 GO:0006517 GO:0006974 GO:0030433 GO:0030674 GO:0031593 GO:0042025 GO:0043130 GO:0043161 GO:0051168 GO:0070628,22,0.0,0.22302158273381295,0.14112903225806453,0.7142857142857143,0.3230769230769231,0.0
YIL103W,krogan,,GO:0005737;GO:0016740;GO:0017183,,,GO:0005737;GO:0016740;GO:0017183,YBL071W-A;YDL182W;YDR385W;YBR011C;YER001W;YJL138C;YKL048C;YKL191W;YLR043C;YLR150W;YLR429W;YMR083W;YMR186W;YNL055C;YOL109W,15.0,0.08571428571428572,6,YIL103W GO:0005737 GO:0016740 GO:0017183,4,0.4,0.10071942446043165,0.08571428571428572,0.35714285714285715,0.046153846153846156,0.4
YKL191W,krogan,,GO:0005737;GO:0016740;GO:0017183,,,GO:0005737;GO:0016740;GO:0017183,YBL071W-A;YDR385W;YIL103W;YDR155C;YEL030W;YER001W;YGR209C;YJR045C;YLR043C,9.0,0.1388888888888889,5,YKL191W GO:0005737 GO:0016740 GO:0017183,4,0.4,0.05755395683453238,0.1388888888888889,0.2857142857142857,0.046153846153846156,0.4
YLR384C,krogan,,GO:0000049;GO:0002098;GO:0002926;GO:0005634;GO:0005737;GO:0005829;GO:0006357;GO:0008033;GO:0015031;GO:0033588,,,GO:0000049;GO:0002098;GO:0002926;GO:0005634;GO:0005737;GO:0005829;GO:0006357;GO:0008033;GO:0015031;GO:0033588,YBL071W-A;YHR187W;YGR200C;YPL086C;YPL101W,5.0,0.6,4,YLR384C GO:0000049 GO:0002098 GO:0002926 GO:0005634 GO:0005737 GO:0005829 GO:0006357 GO:0008033 GO:0015031 GO:0033588,11,0.0,0.02877697841726619,0.6,0.21428571428571427,0.15384615384615385,0.0
YBL074C,krogan,,GO:0000244;GO:0005634;GO:0005682;GO:0005737;GO:0006397;GO:0008380,,,GO:0000244;GO:0005634;GO:0005682;GO:0005737;GO:0006397;GO:0008380,YGR074W;YHR165C;YLR347C;YPR182W,4.0,0.5,4,YBL074C GO:0000244 GO:0005634 GO:0005682 GO:0005737 GO:0006397 GO:0008380,7,0.0,0.02158273381294964,0.5,0.21428571428571427,0.09230769230769231,0.0
YGR074W,krogan,,GO:0000243;GO:0000387;GO:0000398;GO:0003723;GO:0003729;GO:0005634;GO:0005682;GO:0005685;GO:0005686;GO:0005687;GO:0005689;GO:0005829;GO:0006396;GO:0006397;GO:0008380;GO:0034715;GO:0034719;GO:0046540;GO:0071004;GO:0071011;GO:0071013;GO:0097526,,,GO:0000243;GO:0000387;GO:0000398;GO:0003723;GO:0003729;GO:0005634;GO:0005682;GO:0005685;GO:0005686;GO:0005687;GO:0005689;GO:0005829;GO:0006396;GO:0006397;GO:0008380;GO:0034715;GO:0034719;GO:0046540;GO:0071004;GO:0071011;GO:0071013;GO:0097526,YBL074C;YBR119W;YDL043C;YDL087C;YDR240C;YER029C;YFL017W-A;YBL026W;YGR013W;YKL012W;YLR147C;YLR275W;YOR159C;YPL213W;YPR057W;YPR182W;YHR165C;YJR022W;YKL173W;YMR240C;YNL092W,21.0,0.3476190476190476,9,YGR074W GO:0000243 GO:0000387 GO:0000398 GO:0003723 GO:0003729 GO:0005634 GO:0005682 GO:0005685 GO:0005686 GO:0005687 GO:0005689 GO:0005829 GO:0006396 GO:0006397 GO:0008380 GO:0034715 GO:0034719 GO:0046540 GO:0071004 GO:0071011 GO:0071013 GO:0097526,23,0.0,0.14388489208633093,0.3476190476190476,0.5714285714285714,0.3384615384615385,0.0
YHR165C,krogan,,GO:0000244;GO:0000350;GO:0000386;GO:0000389;GO:0000395;GO:0000398;GO:0003723;GO:0003729;GO:0005634;GO:0005681;GO:0005682;GO:0006397;GO:0008380;GO:0017070;GO:0030619;GO:0030620;GO:0030623;GO:0046540;GO:0071013;GO:0097157,,,GO:0000244;GO:0000350;GO:0000386;GO:0000389;GO:0000395;GO:0000398;GO:0003723;GO:0003729;GO:0005634;GO:0005681;GO:0005682;GO:0006397;GO:0008380;GO:0017070;GO:0030619;GO:0030620;GO:0030623;GO:0046540;GO:0071013;GO:0097157,YBL074C;YDR416W;YER146W;YER172C;YFL017W-A;YGR091W;YDR473C;YER029C;YER162C;YGR074W;YHR156C;YKL173W;YLR147C;YLR275W;YOR159C;YOR308C;YPR182W;YNR011C;YDL085C-A;YKR022C,20.0,0.29473684210526313,8,YHR165C GO:0000244 GO:0000350 GO:0000386 GO:0000389 GO:0000395 GO:0000398 GO:0003723 GO:0003729 GO:0005634 GO:0005681 GO:0005682 GO:0006397 GO:0008380 GO:0017070 GO:0030619 GO:0030620 GO:0030623 GO:0046540 GO:0071013 GO:0097157,21,0.0,0.1366906474820144,0.29473684210526313,0.5,0.3076923076923077,0.0
YPR182W,krogan,,GO:0000387;GO:0000398;GO:0003723;GO:0005634;GO:0005681;GO:0005682;GO:0005685;GO:0005686;GO:0005732;GO:0006397;GO:0008266;GO:0008380;GO:0046540;GO:0071013;GO:1990935,,,GO:0000387;GO:0000398;GO:0003723;GO:0005634;GO:0005681;GO:0005682;GO:0005685;GO:0005686;GO:0005732;GO:0006397;GO:0008266;GO:0008380;GO:0046540;GO:0071013;GO:1990935,YBL074C;YDR240C;YER029C;YGR074W;YGR091W;YHR165C;YIL061C;YKL012W;YLR275W;YML046W;YNR011C;YOR159C;YBR055C;YDR473C;YER172C;YGR013W;YHR086W;YLR147C;YPR057W;YPR178W;YPL213W,21.0,0.35714285714285715,9,YPR182W GO:0000387 GO:0000398 GO:0003723 GO:0005634 GO:0005681 GO:0005682 GO:0005685 GO:0005686 GO:0005732 GO:0006397 GO:0008266 GO:0008380 GO:0046540 GO:0071013 GO:1990935,16,0.0,0.14388489208633093,0.35714285714285715,0.5714285714285714,0.23076923076923078,0.0
YBL079W,krogan,,GO:0000972;GO:0003682;GO:0005634;GO:0005643;GO:0006342;GO:0006405;GO:0006606;GO:0006913;GO:0007059;GO:0015031;GO:0016020;GO:0016584;GO:0017056;GO:0031507;GO:0031965;GO:0034398;GO:0036228;GO:0044611;GO:0044877;GO:0051028;GO:0051292;GO:1990841,,,GO:0000972;GO:0003682;GO:0005634;GO:0005643;GO:0006342;GO:0006405;GO:0006606;GO:0006913;GO:0007059;GO:0015031;GO:0016020;GO:0016584;GO:0017056;GO:0031507;GO:0031965;GO:0034398;GO:0036228;GO:0044611;GO:0044877;GO:0051028;GO:0051292;GO:1990841,YGL106W;YLR429W;YGR037C,3.0,0.3333333333333333,2,YBL079W GO:0000972 GO:0003682 GO:0005634 GO:0005643 GO:0006342 GO:0006405 GO:0006606 GO:0006913 GO:0007059 GO:0015031 GO:0016020 GO:0016584 GO:0017056 GO:0031507 GO:0031965 GO:0034398 GO:0036228 GO:0044611 GO:0044877 GO:0051028 GO:0051292 GO:1990841,23,0.0,0.014388489208633094,0.3333333333333333,0.07142857142857142,0.3384615384615385,0.0
YBL084C,krogan,,GO:0005634;GO:0005680;GO:0005737;GO:0007049;GO:0007091;GO:0016567;GO:0031145;GO:0034399;GO:0045842;GO:0051301;GO:0061630,,,GO:0005634;GO:0005680;GO:0005737;GO:0007049;GO:0007091;GO:0016567;GO:0031145;GO:0034399;GO:0045842;GO:0051301;GO:0061630,YGL240W;YBR054W;YOR242C;YOR249C;YDR118W;YHR166C;YKL022C;YLR127C;YNL172W,9.0,0.3888888888888889,5,YBL084C GO:0005634 GO:0005680 GO:0005737 GO:0007049 GO:0007091 GO:0016567 GO:0031145 GO:0034399 GO:0045842 GO:0051301 GO:0061630,12,0.0,0.05755395683453238,0.3888888888888889,0.2857142857142857,0.16923076923076924,0.0
YGL240W,krogan,,GO:0005634;GO:0005680;GO:0005737;GO:0005739;GO:0007049;GO:0016567;GO:0030234;GO:0031145;GO:0031497;GO:0051301;GO:0061630;GO:0070979;GO:1904668,,,GO:0005634;GO:0005680;GO:0005737;GO:0005739;GO:0007049;GO:0016567;GO:0030234;GO:0031145;GO:0031497;GO:0051301;GO:0061630;GO:0070979;GO:1904668,YBL084C;YDR118W;YHR166C;YIR025W;YKL022C;YLR127C;YNL172W,7.0,0.5714285714285714,5,YGL240W GO:0005634 GO:0005680 GO:0005737 GO:0005739 GO:0007049 GO:0016567 GO:0030234 GO:0031145 GO:0031497 GO:0051301 GO:0061630 GO:0070979 GO:1904668,14,0.0,0.04316546762589928,0.5714285714285714,0.2857142857142857,0.2,0.0
YBL086C,krogan,,,,,,YLR045C;YDL182W,2.0,0.0,2,YBL086C,1,1.0,0.007194244604316547,0.0,0.07142857142857142,0.0,1.0
YLR045C,krogan,,GO:0000775;GO:0000776;GO:0000777;GO:0000778;GO:0000922;GO:0005694;GO:0005737;GO:0005816;GO:0005819;GO:0005856;GO:0005874;GO:0005876;GO:0005938;GO:0007052;GO:0008017;GO:0030951;GO:0035371;GO:0046785;GO:0061863,,,GO:0000775;GO:0000776;GO:0000777;GO:0000778;GO:0000922;GO:0005694;GO:0005737;GO:0005816;GO:0005819;GO:0005856;GO:0005874;GO:0005876;GO:0005938;GO:0007052;GO:0008017;GO:0030951;GO:0035371;GO:0046785;GO:0061863,YBL086C;YML124C,2.0,0.0,2,YLR045C GO:0000775 GO:0000776 GO:0000777 GO:0000778 GO:0000922 GO:0005694 GO:0005737 GO:0005816 GO:0005819 GO:0005856 GO:0005874 GO:0005876 GO:0005938 GO:0007052 GO:0008017 GO:0030951 GO:0035371 GO:0046785 GO:0061863,20,0.0,0.007194244604316547,0.0,0.07142857142857142,0.2923076923076923,0.0
YBL093C,krogan,,GO:0000122;GO:0001113;GO:0003712;GO:0003713;GO:0005634;GO:0006357;GO:0016592;GO:0045944;GO:0051123;GO:0070847,,,GO:0000122;GO:0001113;GO:0003712;GO:0003713;GO:0005634;GO:0006357;GO:0016592;GO:0045944;GO:0051123;GO:0070847,YBR193C;YBR253W;YDL005C;YDR308C;YDR381W;YER022W;YGL025C;YGL127C;YGR198W;YHR058C;YHR121W;YLR150W;YNR010W;YOL051W;YOR174W;YPR070W;YPR168W;YGR104C;YNL236W,19.0,0.543859649122807,12,YBL093C GO:0000122 GO:0001113 GO:0003712 GO:0003713 GO:0005634 GO:0006357 GO:0016592 GO:0045944 GO:0051123 GO:0070847,11,0.0,0.12949640287769784,0.543859649122807,0.7857142857142857,0.15384615384615385,0.0
YBR193C,krogan,,GO:0000122;GO:0000978;GO:0003677;GO:0003712;GO:0003714;GO:0005634;GO:0006357;GO:0016592;GO:0017025;GO:0030674;GO:0045944;GO:0070847,,,GO:0000122;GO:0000978;GO:0003677;GO:0003712;GO:0003714;GO:0005634;GO:0006357;GO:0016592;GO:0017025;GO:0030674;GO:0045944;GO:0070847,YBL093C;YBL082C;YBR253W;YDR308C;YER022W;YGL151W;YGR116W;YHR058C;YLR150W;YMR112C;YNL236W;YNR010W;YOL051W;YOR174W;YOR192C;YPR070W;YPR168W;YGL127C;YGR104C;YHR041C;YLR071C,21.0,0.48095238095238096,12,YBR193C GO:0000122 GO:0000978 GO:0003677 GO:0003712 GO:0003714 GO:0005634 GO:0006357 GO:0016592 GO:0017025 GO:0030674 GO:0045944 GO:0070847,13,0.0,0.14388489208633093,0.48095238095238096,0.7857142857142857,0.18461538461538463,0.0
YBR253W,krogan,,GO:0003712;GO:0005634;GO:0006357;GO:0016592;GO:0045944;GO:0070847,,,GO:0003712;GO:0005634;GO:0006357;GO:0016592;GO:0045944;GO:0070847,YBL093C;YBR193C;YDR308C;YER022W;YGL025C;YGL127C;YHR041C;YHR058C;YOR174W;YPR070W;YPR168W;YGR104C,12.0,0.8636363636363636,11,YBR253W GO:0003712 GO:0005634 GO:0006357 GO:0016592 GO:0045944 GO:0070847,7,0.0,0.07913669064748201,0.8636363636363636,0.7142857142857143,0.09230769230769231,0.0
YDL005C,krogan,,GO:0000122;GO:0001103;GO:0003713;GO:0005634;GO:0005829;GO:0016592;GO:0045944;GO:0051123;GO:0070847,,,GO:0000122;GO:0001103;GO:0003713;GO:0005634;GO:0005829;GO:0016592;GO:0045944;GO:0051123;GO:0070847,YBL093C;YDR308C;YER022W;YGL025C;YGL127C;YGL151W;YGR104C;YHR041C;YNL236W;YOL051W;YOR174W;YPR070W;YPR168W,13.0,0.8589743589743589,12,YDL005C GO:0000122 GO:0001103 GO:0003713 GO:0005634 GO:0005829 GO:0016592 GO:0045944 GO:0051123 GO:0070847,10,0.0,0.08633093525179857,0.8589743589743589,0.7857142857142857,0.13846153846153847,0.0
YDR308C,krogan,,GO:0000122;GO:0001103;GO:0003712;GO:0003713;GO:0003714;GO:0005634;GO:0006357;GO:0016592;GO:0045944;GO:0070847,,,GO:0000122;GO:0001103;GO:0003712;GO:0003713;GO:0003714;GO:0005634;GO:0006357;GO:0016592;GO:0045944;GO:0070847,YBL093C;YBR193C;YBR253W;YCR081W;YDL005C;YGL025C;YGL127C;YOL051W;YOR174W;YPR070W;YDR443C;YER022W;YGL151W;YLR071C;YNL236W;YOL135C;YPR168W,17.0,0.625,12,YDR308C GO:0000122 GO:0001103 GO:0003712 GO:0003713 GO:0003714 GO:0005634 GO:0006357 GO:0016592 GO:0045944 GO:0070847,11,0.0,0.11510791366906475,0.625,0.7857142857142857,0.15384615384615385,0.0
YER022W,krogan,,GO:0000979;GO:0001139;GO:0003712;GO:0005634;GO:0006357;GO:0006367;GO:0016592;GO:0033613;GO:0045944;GO:0051123;GO:0070847,,,GO:0000979;GO:0001139;GO:0003712;GO:0005634;GO:0006357;GO:0006367;GO:0016592;GO:0033613;GO:0045944;GO:0051123;GO:0070847,YBL093C;YBR193C;YBR253W;YDL005C;YDR308C;YGL025C;YGL127C;YGL151W;YGR104C;YHR041C;YHR058C;YLR071C;YML105C;YMR112C;YNL236W;YNR010W;YOL051W;YOL135C;YOR174W;YPL042C;YPL210C;YPR070W;YPR168W,23.0,0.5296442687747036,12,YER022W GO:0000979 GO:0001139 GO:0003712 GO:0005634 GO:0006357 GO:0006367 GO:0016592 GO:0033613 GO:0045944 GO:0051123 GO:0070847,12,0.0,0.15827338129496402,0.5296442687747036,0.7857142857142857,0.16923076923076924,0.0
YGL025C,krogan,,GO:0000122;GO:0000979;GO:0001102;GO:0001103;GO:0003712;GO:0003713;GO:0005634;GO:0006357;GO:0016592;GO:0045944;GO:0051123;GO:0070847,,,GO:0000122;GO:0000979;GO:0001102;GO:0001103;GO:0003712;GO:0003713;GO:0005634;GO:0006357;GO:0016592;GO:0045944;GO:0051123;GO:0070847,YBL093C;YBR253W;YDR308C;YER022W;YDL005C;YEL034W;YGL127C;YHR058C;YNR010W;YOL051W;YOR174W;YPR070W;YPR168W;YGL151W;YGR104C;YNL236W,16.0,0.7333333333333333,12,YGL025C GO:0000122 GO:0000979 GO:0001102 GO:0001103 GO:0003712 GO:0003713 GO:0005634 GO:0006357 GO:0016592 GO:0045944 GO:0051123 GO:0070847,13,0.0,0.1079136690647482,0.7333333333333333,0.7857142857142857,0.18461538461538463,0.0
YGL127C,krogan,,GO:0003712;GO:0005634;GO:0006281;GO:0006310;GO:0006311;GO:0006355;GO:0006357;GO:0006366;GO:0016592;GO:0045144;GO:0070847,,,GO:0003712;GO:0005634;GO:0006281;GO:0006310;GO:0006311;GO:0006355;GO:0006357;GO:0006366;GO:0016592;GO:0045144;GO:0070847,YBL093C;YBR253W;YCR081W;YDR308C;YER022W;YGL025C;YBR193C;YDL005C;YHR058C;YLR071C;YLR150W;YNL236W;YNR010W;YOL051W;YOL135C;YOR174W;YPR070W;YPR168W;YGR104C;YHR041C,20.0,0.6263157894736842,12,YGL127C GO:0003712 GO:0005634 GO:0006281 GO:0006310 GO:0006311 GO:0006355 GO:0006357 GO:0006366 GO:0016592 GO:0045144 GO:0070847,12,0.0,0.1366906474820144,0.6263157894736842,0.7857142857142857,0.16923076923076924,0.0
YGR198W,krogan,,GO:0005634;GO:0005737;GO:0005768;GO:0005829;GO:0005886;GO:0006623;GO:0006897;GO:0006898;GO:0016020;GO:0019236;GO:0030479;GO:0072659,,,GO:0005634;GO:0005737;GO:0005768;GO:0005829;GO:0005886;GO:0006623;GO:0006897;GO:0006898;GO:0016020;GO:0019236;GO:0030479;GO:0072659,YBL093C;YDR212W;YEL051W;YLR380W;YDR449C;YLR222C,6.0,0.06666666666666667,4,YGR198W GO:0005634 GO:0005737 GO:0005768 GO:0005829 GO:0005886 GO:0006623 GO:0006897 GO:0006898 GO:0016020 GO:0019236 GO:0030479 GO:0072659,13,0.0,0.03597122302158273,0.06666666666666667,0.21428571428571427,0.18461538461538463,0.0
YHR058C,krogan,,GO:0003712;GO:0003713;GO:0005634;GO:0006357;GO:0016592;GO:0045944;GO:0051123;GO:0070847,,,GO:0003712;GO:0003713;GO:0005634;GO:0006357;GO:0016592;GO:0045944;GO:0051123;GO:0070847,YBL093C;YBR193C;YBR253W;YER022W;YER095W;YGL025C;YGL127C;YGR104C;YOL051W;YOR174W;YPR070W;YPR168W;YLR071C,13.0,0.7564102564102564,11,YHR058C GO:0003712 GO:0003713 GO:0005634 GO:0006357 GO:0016592 GO:0045944 GO:0051123 GO:0070847,9,0.0,0.08633093525179857,0.7564102564102564,0.7142857142857143,0.12307692307692308,0.0
YHR121W,krogan,,GO:0003723;GO:0005634;GO:0005737;GO:0010494;GO:0016070,,,GO:0003723;GO:0005634;GO:0005737;GO:0010494;GO:0016070,YBL093C;YBR148W;YDL053C;YDL078C;YDR419W;YER050C;YER069W;YER133W;YER147C;YER177W;YGL067W;YGR274C;YHL008C;YHR039C;YHR118C;YIL036W;YNL209W;YPL240C;YIL045W;YIR001C;YJL044C;YJL051W;YKL108W;YLL032C;YLR032W;YLR325C;YLR408C;YML032C;YMR031C;YMR093W;YNL110C;YNL136W;YNL293W;YOR058C;YPL047W;YPR007C;YPR120C;YPR161C;YPR168W;YPR173C;YPR175W,41.0,0.004878048780487805,8,YHR121W GO:0003723 GO:0005634 GO:0005737 GO:0010494 GO:0016070,6,0.0,0.28776978417266186,0.004878048780487805,0.5,0.07692307692307693,0.0
YNR010W,krogan,,GO:0000122;GO:0003712;GO:0003713;GO:0005198;GO:0005634;GO:0005829;GO:0006357;GO:0016592;GO:0045944;GO:0051123;GO:0070847,,,GO:0000122;GO:0003712;GO:0003713;GO:0005198;GO:0005634;GO:0005829;GO:0006357;GO:0016592;GO:0045944;GO:0051123;GO:0070847,YBL093C;YBR193C;YER022W;YGL025C;YGL127C;YGL151W;YGR104C;YNL236W;YOL051W;YOR174W;YPR168W;YPR070W;YLR071C;YDR145W;YHR041C;YPL042C,16.0,0.65,12,YNR010W GO:0000122 GO:0003712 GO:0003713 GO:0005198 GO:0005634 GO:0005829 GO:0006357 GO:0016592 GO:0045944 GO:0051123 GO:0070847,12,0.0,0.1079136690647482,0.65,0.7857142857142857,0.16923076923076924,0.0
YOL051W,krogan,,GO:0000122;GO:0001095;GO:0001097;GO:0001102;GO:0003712;GO:0003713;GO:0005634;GO:0006355;GO:0006357;GO:0016592;GO:0045944;GO:0051123;GO:0070202;GO:0070847;GO:2000219,,,GO:0000122;GO:0001095;GO:0001097;GO:0001102;GO:0003712;GO:0003713;GO:0005634;GO:0006355;GO:0006357;GO:0016592;GO:0045944;GO:0051123;GO:0070202;GO:0070847;GO:2000219,YBL093C;YBR193C;YDR308C;YER022W;YGL025C;YGL127C;YGL151W;YGR104C;YLR071C;YNR010W;YBL003C;YDL005C;YHR041C;YHR058C;YLR347C;YNL189W;YNL236W;YOL135C;YOR174W;YPR070W;YPR168W,21.0,0.5619047619047619,12,YOL051W GO:0000122 GO:0001095 GO:0001097 GO:0001102 GO:0003712 GO:0003713 GO:0005634 GO:0006355 GO:0006357 GO:0016592 GO:0045944 GO:0051123 GO:0070202 GO:0070847 GO:2000219,16,0.0,0.14388489208633093,0.5619047619047619,0.7857142857142857,0.23076923076923078,0.0
YOR174W,krogan,,GO:0000979;GO:0003712;GO:0005634;GO:0006357;GO:0006366;GO:0016592;GO:0070847,,,GO:0000979;GO:0003712;GO:0005634;GO:0006357;GO:0006366;GO:0016592;GO:0070847,YBL093C;YBR193C;YBR253W;YDR308C;YER022W;YGL025C;YGL127C;YGL151W;YHR041C;YNL236W;YNR010W;YOL051W;YOL135C;YDL005C;YDL126C;YDR166C;YHR058C;YKR067W;YMR287C;YOR349W;YPR070W;YPR168W;YLR071C,23.0,0.44664031620553357,12,YOR174W GO:0000979 GO:0003712 GO:0005634 GO:0006357 GO:0006366 GO:0016592 GO:0070847,8,0.0,0.15827338129496402,0.44664031620553357,0.7857142857142857,0.1076923076923077,0.0
YPR070W,krogan,,GO:0000122;GO:0003712;GO:0005634;GO:0006357;GO:0016592;GO:0045944;GO:0070847,,,GO:0000122;GO:0003712;GO:0005634;GO:0006357;GO:0016592;GO:0045944;GO:0070847,YBL093C;YBR193C;YBR253W;YDR308C;YER022W;YGL025C;YGL127C;YGL151W;YGR104C;YLR071C;YOL051W;YOL135C;YOR174W;YDL005C;YHR058C;YNR010W;YPR168W,17.0,0.7794117647058824,12,YPR070W GO:0000122 GO:0003712 GO:0005634 GO:0006357 GO:0016592 GO:0045944 GO:0070847,8,0.0,0.11510791366906475,0.7794117647058824,0.7857142857142857,0.1076923076923077,0.0
