protein_a,protein_b,weight
YBR193C,YNL236W,1.0
YBR193C,YNR010W,1.0
YBR193C,YOL051W,1.0
YBR193C,YOR174W,1.0
YBR193C,YOR192C,1.0
YBR193C,YPR070W,1.0
YBR193C,YPR168W,1.0
YBR194W,YPR152C,1.0
YBR195C,YML102W,1.0
YBR195C,YPR018W,1.0
YBR196C,YJL062W-A,1.0
YBR197C,YLR423C,1.0
YBR198C,YDR145W,1.0
YBR198C,YDR167W,1.0
YBR198C,YGL112C,1.0
YBR198C,YGR252W,1.0
YBR198C,YGR274C,1.0
YBR198C,YLR055C,1.0
YBR198C,YML015C,1.0
YBR198C,YML098W,1.0
YBR198C,YMR005W,1.0
YBR198C,YMR223W,1.0
YBR198C,YMR227C,1.0
YBR198C,YMR236W,1.0
YBR198C,YOL148C,1.0
YBR198C,YPL011C,1.0
YBR198C,YPL047W,1.0
YBR198C,YPL254W,1.0
YBR211C,YDR254W,1.0
YBR211C,YDR318W,1.0
YBR211C,YGR179C,1.0
YBR211C,YJR135C,1.0
YBR211C,YLR315W,1.0
YBR211C,YPL018W,1.0
YBR211C,YPR046W,1.0
YBR212W,YDR304C,1.0
YBR212W,YIR037W,1.0
YBR212W,YNL135C,1.0
YBR212W,YPL037C,1.0
YBR215W,YJL115W,1.0
YBR215W,YJR140C,1.0
YBR215W,YOR038C,1.0
YBR218C,YGL062W,1.0
YBR218C,YJL092W,1.0
YBR218C,YNL079C,1.0
YBR221C,YDL239C,1.0
YBR221C,YJL131C,1.0
YBR221C,YNL071W,1.0
YBR223C,YGL082W,1.0
YBR225W,YGL197W,1.0
YBR225W,YLR310C,1.0
YBR229C,YDR221W,1.0
YBR231C,YGR002C,1.0
YBR231C,YLR385C,1.0
YBR231C,YNL107W,1.0
YBR234C,YDL029W,1.0
YBR234C,YIL062C,1.0
YBR234C,YKL013C,1.0
YBR234C,YLR370C,1.0
YBR234C,YOR269W,1.0
YBR245C,YFR013W,1.0
YBR245C,YGL133W,1.0
YBR245C,YHR084W,1.0
YBR245C,YIR008C,1.0
YBR245C,YLR095C,1.0
YBR245C,YLR336C,1.0
YBR245C,YOL006C,1.0
YBR245C,YOL017W,1.0
YBR245C,YOR304W,1.0
YBR245C,YPL055C,1.0
YBR247C,YBL075C,1.0
YBR247C,YDR346C,1.0
YBR247C,YKL143W,1.0
YBR247C,YNR050C,1.0
YBR248C,YLR401C,1.0
YBR249C,YKL056C,1.0
YBR251W,YDR041W,1.0
YBR251W,YDR124W,1.0
YBR251W,YDR175C,1.0
YBR251W,YDR337W,1.0
YBR251W,YDR347W,1.0
YBR251W,YER050C,1.0
YBR251W,YGL129C,1.0
YBR251W,YGR165W,1.0
YBR251W,YHL004W,1.0
YBR251W,YIL093C,1.0
YBR251W,YJR096W,1.0
YBR251W,YJR101W,1.0
YBR251W,YJR113C,1.0
YBR251W,YKL155C,1.0
YBR251W,YNL022C,1.0
YBR251W,YNL137C,1.0
YBR251W,YNL242W,1.0
YBR251W,YNL306W,1.0
YBR251W,YNR036C,1.0
YBR251W,YOR158W,1.0
YBR251W,YPL118W,1.0
YBR251W,YPL240C,1.0
YBR253W,YDR308C,1.0
YBR253W,YER022W,1.0
YBR253W,YGL025C,1.0
YBR253W,YGL127C,1.0
YBR253W,YGR104C,1.0
YBR253W,YHR041C,1.0
YBR253W,YHR058C,1.0
YBR253W,YOR174W,1.0
YBR253W,YPR070W,1.0
YBR253W,YPR168W,1.0
YBR257W,YBR167C,1.0
YBR257W,YDR478W,1.0
YBR257W,YHR062C,1.0
YBR257W,YIR015W,1.0
YBR258C,YHR119W,1.0
YBR260C,YGR196C,1.0
YBR268W,YDL202W,1.0
YBR268W,YNL185C,1.0
YBR275C,YKL005C,1.0
YBR275C,YLR382C,1.0
YBR275C,YPR144C,1.0
YBR278W,YCL032W,1.0
YBR278W,YDR121W,1.0
YBR278W,YMR224C,1.0
YBR278W,YNL262W,1.0
YBR278W,YOL077C,1.0
YBR278W,YPR175W,1.0
YBR279W,YGL244W,1.0
YBR279W,YLL063C,1.0
YBR279W,YLR418C,1.0
YBR279W,YLR430W,1.0
YBR279W,YOL145C,1.0
YBR279W,YOR040W,1.0
YBR279W,YOR123C,1.0
YBR279W,YPL084W,1.0
YBR283C,YIL076W,1.0
YBR288C,YGR261C,1.0
YBR289W,YMR228W,1.0
YBR289W,YPL016W,1.0
YCL004W,YOL028C,1.0
YCL008C,YGR206W,1.0
YCL008C,YLR119W,1.0
YCL010C,YDR176W,1.0
YCL010C,YDR448W,1.0
YCL011C,YDR138W,1.0
YCL011C,YHR167W,1.0
YCL011C,YJL006C,1.0
YCL011C,YML062C,1.0
YCL011C,YNL139C,1.0
YCL011C,YPR161C,1.0
YCL014W,YEL023C,1.0
YCL014W,YFR053C,1.0
YCL014W,YJL052W,1.0
YCL014W,YLR058C,1.0
YCL014W,YPR161C,1.0
YCL016C,YHR191C,1.0
YCL016C,YMR078C,1.0
YCL016C,YPL023C,1.0
YCL017C,YER048W-A,1.0
YCL017C,YKR064W,1.0
YCL029C,YDR466W,1.0
YCL029C,YER139C,1.0
YCL029C,YMR019W,1.0
YCL029C,YMR134W,1.0
YCL031C,YGR090W,1.0
YCL031C,YNL186W,1.0
YCL032W,YBR185C,1.0
YCL032W,YGL157W,1.0
YCL032W,YLR362W,1.0
YCL032W,YPR175W,1.0
YCL040W,YBR126C,1.0
YCL043C,YHR204W,1.0
YCL045C,YLR312C,1.0
YCL059C,YGL078C,1.0
YCL059C,YNR054C,1.0
YCL064C,YGR245C,1.0
YCR002C,YDL225W,1.0
YCR002C,YDR168W,1.0
YCR002C,YDR507C,1.0
YCR002C,YHR107C,1.0
YCR002C,YJR076C,1.0
YCR005C,YOR323C,1.0
YCR008W,YDL053C,1.0
YCR008W,YKR081C,1.0
YCR008W,YLR175W,1.0
YCR008W,YLR305C,1.0
YCR008W,YMR229C,1.0
YCR008W,YOR326W,1.0
YCR009C,YBL071W-A,1.0
YCR009C,YBR108W,1.0
YCR009C,YCR002C,1.0
YCR009C,YCR008W,1.0
YCR009C,YCR043C,1.0
YCR009C,YDR388W,1.0
YCR009C,YEL037C,1.0
YCR009C,YER116C,1.0
YCR009C,YGR086C,1.0
YCR009C,YHR042W,1.0
YCR009C,YIL148W,1.0
YCR009C,YJR032W,1.0
YCR009C,YLR218C,1.0
YCR009C,YLR429W,1.0
YCR009C,YML011C,1.0
YCR009C,YMR229C,1.0
YCR009C,YOL098C,1.0
YCR009C,YPL249C,1.0
YCR009C,YPR062W,1.0
YCR009C,YPR161C,1.0
YCR016W,YGL213C,1.0
YCR016W,YLR022C,1.0
YCR020C-A,YEL053C,1.0
YCR020C-A,YPR051W,1.0
YCR020W-B,YCR052W,1.0
YCR020W-B,YDL147W,1.0
YCR020W-B,YDR520C,1.0
YCR020W-B,YFR037C,1.0
YCR020W-B,YGR275W,1.0
YCR020W-B,YIL033C,1.0
YCR020W-B,YIL126W,1.0
YCR020W-B,YKR008W,1.0
YCR020W-B,YLR033W,1.0
YCR020W-B,YLR321C,1.0
YCR020W-B,YLR357W,1.0
YCR020W-B,YML127W,1.0
YCR020W-B,YMR033W,1.0
YCR020W-B,YMR091C,1.0
YCR020W-B,YOL070C,1.0
YCR020W-B,YOR115C,1.0
YCR020W-B,YPR034W,1.0
YCR028C-A,YBL019W,1.0
YCR028C-A,YGL207W,1.0
YCR028C-A,YHR164C,1.0
YCR028C-A,YIL107C,1.0
YCR028C-A,YJR010C-A,1.0
YCR028C-A,YKL114C,1.0
YCR028C-A,YLR226W,1.0
YCR028C-A,YNL031C,1.0
YCR028C-A,YNR051C,1.0
YCR028C-A,YPL004C,1.0
YCR028C-A,YPR161C,1.0
YCR032W,YOL057W,1.0
YCR033W,YIL112W,1.0
YCR033W,YKR029C,1.0
YCR033W,YOL068C,1.0
YCR035C,YDL111C,1.0
YCR035C,YDR280W,1.0
YCR035C,YGR095C,1.0
YCR035C,YGR158C,1.0
YCR035C,YGR195W,1.0
YCR035C,YHR069C,1.0
YCR035C,YJL050W,1.0
YCR035C,YKL129C,1.0
YCR035C,YNL232W,1.0
YCR035C,YOL021C,1.0
YCR035C,YOR001W,1.0
YCR035C,YOR076C,1.0
YCR042C,YML114C,1.0
YCR042C,YMR219W,1.0
YCR042C,YPR065W,1.0
YCR043C,YDL095W,1.0
YCR043C,YEL036C,1.0
YCR047C,YMR128W,1.0
YCR052W,YDR303C,1.0
YCR052W,YFR037C,1.0
YCR052W,YGR275W,1.0
YCR052W,YIL126W,1.0
YCR052W,YKR008W,1.0
YCR052W,YLR033W,1.0
YCR052W,YLR321C,1.0
YCR052W,YLR357W,1.0
YCR052W,YML127W,1.0
YCR052W,YMR033W,1.0
YCR052W,YMR091C,1.0
YCR052W,YPR034W,1.0
YCR053W,YML126C,1.0
YCR053W,YOL013C,1.0
YCR053W,YOR209C,1.0
YCR057C,YJL069C,1.0
YCR057C,YLR129W,1.0
YCR057C,YLR222C,1.0
YCR057C,YLR409C,1.0
YCR057C,YPR144C,1.0
YCR060W,YHR034C,1.0
YCR065W,YJR102C,1.0
YCR065W,YPL002C,1.0
YCR066W,YGL058W,1.0
YCR071C,YDR116C,1.0
YCR071C,YDR322W,1.0
YCR071C,YDR405W,1.0
YCR071C,YGR076C,1.0
YCR071C,YJL063C,1.0
YCR071C,YLR439W,1.0
YCR071C,YMR024W,1.0
YCR071C,YNL284C,1.0
YCR071C,YPL173W,1.0
YCR072C,YML093W,1.0
YCR073W-A,YER064C,1.0
YCR073W-A,YER133W,1.0
YCR073W-A,YLR257W,1.0
YCR073W-A,YNR034W,1.0
YCR077C,YDR378C,1.0
YCR077C,YER112W,1.0
YCR077C,YER146W,1.0
YCR077C,YGL173C,1.0
YCR077C,YJL124C,1.0
YCR077C,YLR438C-A,1.0
YCR077C,YNL147W,1.0
YCR079W,YMR239C,1.0
YCR081W,YDR443C,1.0
YCR081W,YPL042C,1.0
YCR082W,YBR066C,1.0
YCR082W,YOR023C,1.0
YCR084C,YKL213C,1.0
YCR086W,YDR439W,1.0
YCR086W,YGR126W,1.0
YCR086W,YLL029W,1.0
YCR087C-A,YBR010W,1.0
YCR087C-A,YDL060W,1.0
YCR087C-A,YDR398W,1.0
YCR087C-A,YLL004W,1.0
YCR087C-A,YML065W,1.0
YCR093W,YIL075C,1.0
YCR093W,YNL288W,1.0
YCR093W,YOR209C,1.0
YCR095C,YHL029C,1.0
YCR095C,YPR007C,1.0
YCR102C,YNL134C,1.0
YCR105W,YCR065W,1.0
YDL002C,YER092W,1.0
YDL002C,YFL013C,1.0
YDL002C,YGL150C,1.0
YDL002C,YLR052W,1.0
YDL002C,YOR141C,1.0
YDL003W,YFL008W,1.0
YDL003W,YIL026C,1.0
YDL003W,YJL074C,1.0
YDL005C,YDR308C,1.0
YDL005C,YER022W,1.0
YDL005C,YGL025C,1.0
YDL005C,YGL127C,1.0
YDL005C,YGL151W,1.0
YDL005C,YGR104C,1.0
YDL005C,YHR041C,1.0
YDL005C,YNL236W,1.0
YDL005C,YOL051W,1.0
YDL005C,YOR174W,1.0
YDL005C,YPR070W,1.0
YDL005C,YPR168W,1.0
YDL006W,YJL128C,1.0
YDL007W,YDL036C,1.0
YDL007W,YDL097C,1.0
YDL007W,YDR363W-A,1.0
YDL007W,YDR394W,1.0
YDL007W,YDR427W,1.0
YDL007W,YER021W,1.0
YDL007W,YFR004W,1.0
YDL007W,YFR010W,1.0
YDL007W,YFR052W,1.0
YDL007W,YGL048C,1.0
YDL007W,YHR027C,1.0
YDL007W,YHR200W,1.0
YDL007W,YIL075C,1.0
YDL007W,YKL145W,1.0
YDL007W,YOR117W,1.0
YDL007W,YOR259C,1.0
YDL007W,YOR261C,1.0
YDL007W,YPR108W,1.0
YDL008W,YER047C,1.0
YDL013W,YER116C,1.0
YDL013W,YPR045C,1.0
YDL014W,YBL024W,1.0
YDL014W,YDL040C,1.0
YDL014W,YDL060W,1.0
YDL014W,YDL168W,1.0
YDL014W,YDL208W,1.0
YDL014W,YDR060W,1.0
YDL014W,YDR365C,1.0
YDL014W,YDR449C,1.0
YDL014W,YDR496C,1.0
YDL014W,YDR507C,1.0
YDL014W,YEL054C,1.0
YDL014W,YER021W,1.0
YDL014W,YER063W,1.0
YDL014W,YER131W,1.0
YDL014W,YER147C,1.0
YDL014W,YER162C,1.0
YDL014W,YER164W,1.0
YDL014W,YGL049C,1.0
YDL014W,YGL078C,1.0
YDL014W,YGL120C,1.0
YDL014W,YGL213C,1.0
YDL014W,YGR103W,1.0
YDL014W,YGR271C-A,1.0
YDL014W,YHR013C,1.0
YDL014W,YHR039C,1.0
YDL014W,YHR052W,1.0
YDL014W,YHR066W,1.0
YDL014W,YHR089C,1.0
YDL014W,YIL043C,1.0
YDL014W,YIR001C,1.0
YDL014W,YJL033W,1.0
YDL014W,YJL095W,1.0
YDL014W,YKL018W,1.0
YDL014W,YKL035W,1.0
YDL014W,YKL075C,1.0
YDL014W,YKR024C,1.0
YDL014W,YKR092C,1.0
YDL014W,YLR175W,1.0
YDL014W,YLR197W,1.0
YDL014W,YLR221C,1.0
YDL014W,YLR320W,1.0
YDL014W,YLR369W,1.0
YDL014W,YLR398C,1.0
YDL014W,YLR455W,1.0
YDL014W,YMR014W,1.0
YDL014W,YMR049C,1.0
YDL014W,YMR075W,1.0
YDL014W,YMR229C,1.0
YDL014W,YNL023C,1.0
YDL014W,YNL255C,1.0
YDL014W,YNL308C,1.0
YDL014W,YNR038W,1.0
YDL014W,YNR054C,1.0
YDL014W,YOL139C,1.0
YDL014W,YOL144W,1.0
YDL014W,YOR056C,1.0
YDL014W,YOR206W,1.0
YDL014W,YOR310C,1.0
YDL014W,YOR381W,1.0
YDL014W,YPL066W,1.0
YDL014W,YPL220W,1.0
YDL014W,YPR161C,1.0
YDL014W,YPR178W,1.0
YDL019C,YAR042W,1.0
YDL019C,YGL137W,1.0
YDL019C,YJL207C,1.0
YDL029W,YLR370C,1.0
YDL030W,YDR482C,1.0
YDL030W,YJL203W,1.0
YDL031W,YDL040C,1.0
YDL031W,YHR154W,1.0
YDL040C,YDR303C,1.0
YDL040C,YHR013C,1.0
YDL040C,YMR290C,1.0
YDL040C,YOR253W,1.0
YDL042C,YDR227W,1.0
YDL042C,YJL076W,1.0
YDL042C,YOR116C,1.0
YDL043C,YCR063W,1.0
YDL043C,YDL030W,1.0
YDL043C,YDR482C,1.0
YDL043C,YGL174W,1.0
YDL043C,YGR129W,1.0
YDL043C,YJL203W,1.0
YDL043C,YML049C,1.0
YDL043C,YMR240C,1.0
YDL043C,YPL151C,1.0
YDL044C,YDR400W,1.0
YDL044C,YLR139C,1.0
YDL045W-A,YJL063C,1.0
YDL047W,YBR214W,1.0
YDL047W,YFR040W,1.0
YDL047W,YLR097C,1.0
YDL051W,YDL092W,1.0
YDL051W,YPL243W,1.0
YDL051W,YPR178W,1.0
YDL053C,YCR043C,1.0
YDL053C,YDR207C,1.0
YDL053C,YFL007W,1.0
YDL053C,YGL203C,1.0
YDL053C,YMR123W,1.0
YDL053C,YPL209C,1.0
YDL054C,YOR315W,1.0
YDL055C,YOR257W,1.0
YDL056W,YLR182W,1.0
YDL060W,YEL054C,1.0
YDL060W,YER131W,1.0
YDL060W,YHR089C,1.0
YDL060W,YLR435W,1.0
YDL060W,YMR093W,1.0
YDL060W,YNL308C,1.0
YDL060W,YNR054C,1.0
YDL060W,YOR198C,1.0
YDL060W,YPL090C,1.0
YDL060W,YPR161C,1.0
YDL065C,YER148W,1.0
YDL065C,YMR108W,1.0
YDL069C,YKL164C,1.0
YDL073W,YER018C,1.0
YDL074C,YOR365C,1.0
YDL074C,YPL055C,1.0
YDL074C,YPR080W,1.0
YDL077C,YOL013C,1.0
YDL077C,YOR051C,1.0
YDL078C,YKR025W,1.0
YDL078C,YOR207C,1.0
YDL085W,YKL093W,1.0
YDL085W,YLR371W,1.0
YDL087C,YGL238W,1.0
YDL087C,YLR298C,1.0
YDL092W,YKL122C,1.0
YDL092W,YPL210C,1.0
YDL092W,YPL243W,1.0
YDL092W,YPR088C,1.0
YDL093W,YDR139C,1.0
YDL095W,YBR171W,1.0
YDL095W,YBR283C,1.0
YDL095W,YDL022W,1.0
YDL095W,YEL002C,1.0
YDL095W,YGR266W,1.0
YDL095W,YJL117W,1.0
YDL095W,YOR093C,1.0
YDL095W,YOR153W,1.0
YDL095W,YPL226W,1.0
YDL097C,YAL042W,1.0
YDL097C,YBL017C,1.0
YDL097C,YDL215C,1.0
YDL097C,YDR180W,1.0
YDL097C,YDR427W,1.0
YDL097C,YGL095C,1.0
YDL097C,YGR232W,1.0
YDL097C,YKL027W,1.0
YDL097C,YLR421C,1.0
YDL097C,YPL082C,1.0
YDL097C,YPR108W,1.0
YDL099W,YDR517W,1.0
YDL100C,YBR069C,1.0
YDL100C,YDR451C,1.0
YDL100C,YER083C,1.0
YDL100C,YGL020C,1.0
YDL105W,YDL148C,1.0
YDL105W,YDR288W,1.0
YDL105W,YEL019C,1.0
YDL105W,YOL034W,1.0
YDL108W,YDR460W,1.0
YDL108W,YLR005W,1.0
YDL108W,YPR025C,1.0
YDL111C,YDR280W,1.0
YDL111C,YGR158C,1.0
YDL111C,YHR069C,1.0
YDL111C,YNL232W,1.0
YDL111C,YNR024W,1.0
YDL111C,YOL021C,1.0
YDL111C,YOR001W,1.0
YDL111C,YOR076C,1.0
YDL115C,YDR404C,1.0
YDL115C,YGL070C,1.0
YDL115C,YGR140W,1.0
YDL115C,YIL021W,1.0
YDL115C,YJL140W,1.0
YDL115C,YOL005C,1.0
YDL115C,YOR151C,1.0
YDL115C,YOR210W,1.0
YDL116W,YGL092W,1.0
YDL122W,YDR291W,1.0
YDL122W,YER013W,1.0
YDL122W,YMR049C,1.0
YDL122W,YNL085W,1.0
YDL122W,YPL089C,1.0
YDL126C,YBR170C,1.0
YDL126C,YBR273C,1.0
YDL126C,YCR084C,1.0
YDL126C,YDL190C,1.0
YDL126C,YDR049W,1.0
YDL126C,YDR295C,1.0
YDL126C,YDR330W,1.0
YDL126C,YFL044C,1.0
YDL126C,YGL108C,1.0
YDL126C,YGR048W,1.0
YDL126C,YGR104C,1.0
YDL126C,YKL204W,1.0
YDL126C,YKL213C,1.0
YDL126C,YKR083C,1.0
YDL126C,YLL022C,1.0
YDL126C,YLR377C,1.0
YDL126C,YML064C,1.0
YDL126C,YMR067C,1.0
YDL126C,YNL031C,1.0
YDL126C,YNL041C,1.0
YDL126C,YNL155W,1.0
YDL126C,YOL013C,1.0
YDL126C,YOR174W,1.0
YDL126C,YPL066W,1.0
YDL126C,YPR168W,1.0
YDL130W,YDR091C,1.0
YDL130W,YDR251W,1.0
YDL130W-A,YDL181W,1.0
YDL131W,YHR079C,1.0
YDL131W,YNL247W,1.0
YDL134C,YER032W,1.0
YDL134C,YGL190C,1.0
YDL134C,YGL251C,1.0
YDL134C,YKL203C,1.0
YDL134C,YLR429W,1.0
YDL134C,YML109W,1.0
YDL134C,YMR273C,1.0
YDL134C,YOR386W,1.0
YDL134C,YPL004C,1.0
YDL137W,YIL051C,1.0
YDL139C,YDR172W,1.0
YDL140C,YBR154C,1.0
YDL140C,YDL115C,1.0
YDL140C,YDR289C,1.0
YDL140C,YDR404C,1.0
YDL140C,YDR463W,1.0
YDL140C,YGL043W,1.0
YDL140C,YGL070C,1.0
YDL140C,YGR005C,1.0
YDL140C,YGR063C,1.0
YDL140C,YGR186W,1.0
YDL140C,YIL021W,1.0
YDL140C,YJL140W,1.0
YDL140C,YJL168C,1.0
YDL140C,YJR017C,1.0
YDL140C,YML010W,1.0
YDL140C,YOL005C,1.0
YDL140C,YOR151C,1.0
YDL140C,YOR210W,1.0
YDL140C,YPL129W,1.0
YDL140C,YPR093C,1.0
YDL140C,YPR187W,1.0
YDL141W,YMR239C,1.0
YDL143W,YDR188W,1.0
YDL143W,YGL121C,1.0
YDL143W,YGR245C,1.0
YDL143W,YIL142W,1.0
YDL143W,YKL054C,1.0
YDL143W,YKL142W,1.0
YDL145C,YDR238C,1.0
YDL145C,YFR051C,1.0
YDL145C,YGR233C,1.0
YDL145C,YHR066W,1.0
YDL145C,YIL076W,1.0
YDL145C,YNL287W,1.0
YDL145C,YPL010W,1.0
YDL145C,YPL031C,1.0
YDL145C,YPL219W,1.0
YDL145C,YPR143W,1.0
YDL147W,YAL042W,1.0
YDL147W,YBL054W,1.0
YDL147W,YBR080C,1.0
YDL147W,YCR032W,1.0
YDL147W,YDL007W,1.0
YDL147W,YDL013W,1.0
YDL147W,YDL097C,1.0
YDL147W,YDL216C,1.0
YDL147W,YDR055W,1.0
YDL147W,YDR108W,1.0
YDL147W,YDR179C,1.0
YDL147W,YDR320C,1.0
YDL147W,YDR363W-A,1.0
YDL147W,YDR394W,1.0
YDL147W,YDR427W,1.0
YDL147W,YER021W,1.0
YDL147W,YFR004W,1.0
YDL147W,YFR010W,1.0
YDL147W,YFR052W,1.0
YDL147W,YGL048C,1.0
YDL147W,YGR232W,1.0
YDL147W,YHR027C,1.0
YDL147W,YHR170W,1.0
YDL147W,YHR200W,1.0
YDL147W,YIL071C,1.0
YDL147W,YIL075C,1.0
YDL147W,YIR012W,1.0
YDL147W,YJL080C,1.0
YDL147W,YKL145W,1.0
YDL147W,YLR421C,1.0
YDL147W,YOL117W,1.0
YDL147W,YOR117W,1.0
YDL147W,YOR209C,1.0
YDL147W,YOR259C,1.0
YDL147W,YOR261C,1.0
YDL147W,YPL242C,1.0
YDL147W,YPR003C,1.0
YDL147W,YPR040W,1.0
YDL147W,YPR108W,1.0
YDL148C,YER035W,1.0
YDL148C,YGR250C,1.0
YDL148C,YKL035W,1.0
YDL148C,YML093W,1.0
YDL148C,YPR144C,1.0
YDL148C,YPR161C,1.0
YDL150W,YDR045C,1.0
YDL150W,YJL011C,1.0
YDL150W,YKL144C,1.0
YDL150W,YKL179C,1.0
YDL150W,YKR025W,1.0
YDL150W,YNL113W,1.0
YDL150W,YNL151C,1.0
YDL150W,YNR003C,1.0
YDL150W,YOL021C,1.0
YDL150W,YOR116C,1.0
YDL150W,YOR207C,1.0
YDL150W,YOR210W,1.0
YDL150W,YOR224C,1.0
YDL150W,YPR110C,1.0
YDL150W,YPR187W,1.0
YDL150W,YPR190C,1.0
YDL153C,YIL091C,1.0
YDL153C,YJR119C,1.0
YDL153C,YKL035W,1.0
YDL153C,YPR161C,1.0
YDL155W,YBR160W,1.0
YDL156W,YPL220W,1.0
YDL175C,YJL050W,1.0
YDL176W,YJR104C,1.0
YDL182W,YDL131W,1.0
YDL182W,YDR500C,1.0
YDL182W,YER122C,1.0
YDL182W,YGL014W,1.0
YDL182W,YJR094W-A,1.0
YDL182W,YKR062W,1.0
YDL182W,YMR229C,1.0
YDL182W,YNL132W,1.0
YDL182W,YPR067W,1.0
YDL185W,YEL023C,1.0
YDL185W,YEL051W,1.0
YDL185W,YGR020C,1.0
YDL185W,YHR039C-A,1.0
YDL185W,YLR090W,1.0
YDL185W,YNL153C,1.0
YDL185W,YPL201C,1.0
YDL185W,YPR036W,1.0
YDL188C,YGL190C,1.0
YDL188C,YKL028W,1.0
YDL188C,YKR062W,1.0
YDL188C,YMR273C,1.0
YDL195W,YLR208W,1.0
YDL199C,YER021W,1.0
YDL199C,YIL144W,1.0
YDL201W,YDR165W,1.0
YDL208W,YCL059C,1.0
YDL208W,YCR016W,1.0
YDL208W,YDL213C,1.0
YDL208W,YDR381C-A,1.0
YDL208W,YGL078C,1.0
YDL208W,YGR103W,1.0
YDL208W,YHR072W-A,1.0
YDL208W,YMR049C,1.0
YDL208W,YMR310C,1.0
YDL208W,YNR067C,1.0
YDL208W,YOL008W,1.0
YDL215C,YDR054C,1.0
YDL215C,YDR240C,1.0
YDL215C,YGR084C,1.0
YDL215C,YGR104C,1.0
YDL215C,YML131W,1.0
YDL215C,YMR108W,1.0
YDL215C,YMR304W,1.0
YDL215C,YOL034W,1.0
YDL215C,YOR057W,1.0
YDL216C,YDR179C,1.0
YDL216C,YIL071C,1.0
YDL216C,YOL117W,1.0
YDL225W,YHR107C,1.0
YDL225W,YJR076C,1.0
YDL234C,YIL078W,1.0
YDL235C,YKL114C,1.0
YDL238C,YHR047C,1.0
YDL241W,YKL157W,1.0
YDR001C,YER177W,1.0
YDR001C,YPL216W,1.0
YDR006C,YGR285C,1.0
YDR013W,YJL072C,1.0
YDR016C,YDR201W,1.0
YDR016C,YDR320C-A,1.0
YDR016C,YGL061C,1.0
YDR016C,YKR037C,1.0
YDR017C,YHR102W,1.0
YDR017C,YMR196W,1.0
YDR017C,YMR308C,1.0
YDR023W,YKR071C,1.0
YDR026C,YPL174C,1.0
YDR027C,YDR484W,1.0
YDR028C,YER133W,1.0
YDR028C,YER155C,1.0
YDR028C,YHR052W,1.0
YDR028C,YNL009W,1.0
YDR028C,YNL220W,1.0
YDR028C,YNR034W,1.0
YDR041W,YER050C,1.0
YDR041W,YGR185C,1.0
YDR041W,YKL155C,1.0
YDR041W,YNL137C,1.0
YDR044W,YCL043C,1.0
YDR044W,YGR087C,1.0
YDR045C,YOL021C,1.0
YDR049W,YKL204W,1.0
YDR049W,YOL139C,1.0
YDR051C,YLR024C,1.0
YDR054C,YBR026C,1.0
YDR054C,YBR280C,1.0
YDR054C,YDL132W,1.0
YDR054C,YDL164C,1.0
YDR054C,YFL029C,1.0
YDR054C,YGL173C,1.0
YDR054C,YGL252C,1.0
YDR054C,YIL046W,1.0
YDR054C,YJR090C,1.0
YDR054C,YKR009C,1.0
YDR054C,YOL063C,1.0
YDR054C,YPR138C,1.0
YDR054C,YPR164W,1.0
YDR060W,YHR066W,1.0
YDR060W,YJL033W,1.0
YDR060W,YJL050W,1.0
YDR060W,YMR229C,1.0
YDR060W,YMR290C,1.0
YDR060W,YOR206W,1.0
YDR069C,YEL041W,1.0
YDR069C,YJR001W,1.0
YDR069C,YOR177C,1.0
YDR071C,YDR365C,1.0
YDR071C,YER089C,1.0
YDR074W,YDR416W,1.0
YDR074W,YML100W,1.0
YDR074W,YMR261C,1.0
YDR075W,YDR225W,1.0
YDR075W,YDR293C,1.0
YDR075W,YGR063C,1.0
YDR075W,YML010W,1.0
YDR079C-A,YPL122C,1.0
YDR087C,YBR139W,1.0
YDR087C,YCL014W,1.0
YDR087C,YDL141W,1.0
YDR087C,YDL143W,1.0
YDR087C,YDR111C,1.0
YDR087C,YER147C,1.0
YDR087C,YGR068C,1.0
YDR087C,YGR207C,1.0
YDR087C,YHL032C,1.0
YDR087C,YIL063C,1.0
YDR087C,YJL044C,1.0
YDR087C,YKR029C,1.0
YDR087C,YLR032W,1.0
YDR087C,YLR131C,1.0
YDR087C,YLR249W,1.0
YDR087C,YLR371W,1.0
YDR087C,YMR048W,1.0
YDR087C,YPL170W,1.0
YDR091C,YJL005W,1.0
YDR091C,YJR067C,1.0
YDR091C,YNL260C,1.0
YDR092W,YGL087C,1.0
YDR092W,YMR140W,1.0
YDR097C,YOL090W,1.0
YDR098C,YGL220W,1.0
YDR098C,YGR262C,1.0
YDR099W,YBR212W,1.0
YDR099W,YCL014W,1.0
YDR099W,YDR001C,1.0
YDR099W,YDR017C,1.0
YDR099W,YDR348C,1.0
YDR099W,YDR490C,1.0
YDR099W,YER027C,1.0
YDR099W,YER133W,1.0
YDR099W,YER177W,1.0
YDR099W,YGL035C,1.0
YDR099W,YGL252C,1.0
YDR099W,YGR097W,1.0
YDR099W,YHR161C,1.0
YDR099W,YKR098C,1.0
YDR099W,YLR135W,1.0
YDR099W,YLR176C,1.0
YDR099W,YLR345W,1.0
YDR099W,YML006C,1.0
YDR099W,YMR031C,1.0
YDR099W,YNL267W,1.0
YDR099W,YNR014W,1.0
YDR099W,YNR034W,1.0
YDR099W,YNR047W,1.0
YDR099W,YOR081C,1.0
