protein_id,index
YAL041W,1677
YNL007C,1678
YBR200W,1679
YER114C,1680
YPR017C,1681
YBR278W,1682
YLR441C,1683
YDL066W,1684
YJL049W,1685
YKL065C,1686
YDL136W,1687
YLR270W,1688
YFL022C,1689
YLR060W,1690
YMR152W,1691
YOR165W,1692
YER150W,1693
YLR043C,1694
YJR142W,1695
YMR235C,1696
YKL008C,1697
YNL212W,1698
YNR030W,1699
YBR117C,1700
YLR272C,1701
YLR262C,1702
YPR004C,1703
YJL065C,1704
YPR052C,1705
YBR106W,1706
YBR207W,1707
YFL041W,1708
YNL032W,1709
YNR033W,1710
YHL029C,1711
YNL099C,1712
YCR095C,1713
YNL056W,1714
YBL111C,1715
YHR104W,1716
YGR187C,1717
YMR028W,1718
YGL056C,1719
YGR185C,1720
YMR106C,1721
YGL155W,1722
YKL019W,1723
YDL090C,1724
YOL013C,1725
YDR406W,1726
YDR298C,1727
YJL004C,1728
YNL231C,1729
YFL017W,1730
YJL164C,1731
YPL203W,1732
YIL033C,1733
YBR162C,1734
YJL117W,1735
YMR134W,1736
YDR084C,1737
YHR174W,1738
YOR038C,1739
YHR047C,1740
YHR036W,1741
YPL109C,1742
YJR122W,1743
YKL181W,1744
YAL039C,1745
YBL036C,1746
YHR024C,1747
YLR172C,1748
YLR163C,1749
YKL085W,1750
YPR149W,1751
YCL009C,1752
YJR074W,1753
YOR185C,1754
YBR159W,1755
YER043C,1756
YFL028C,1757
YLR048W,1758
YJL101C,1759
YIL161W,1760
YER071C,1761
YDL208W,1762
YOR213C,1763
YOR229W,1764
YDR068W,1765
YDR483W,1766
YJL208C,1767
YMR099C,1768
YKR079C,1769
YPL231W,1770
YIL078W,1771
YBR155W,1772
YBR053C,1773
YGL142C,1774
YJL128C,1775
YLR006C,1776
YDR152W,1777
YGR173W,1778
YBR238C,1779
YLR433C,1780
YML057W,1781
YNR007C,1782
YOR160W,1783
YDR342C,1784
YML120C,1785
YIL050W,1786
YFR021W,1787
YNL242W,1788
YOR230W,1789
YJR011C,1790
YPL058C,1791
YML081W,1792
YGL091C,1793
YNL297C,1794
YJR070C,1795
YLR168C,1796
YAL012W,1797
YMR300C,1798
YCL034W,1799
YGL125W,1800
YML082W,1801
YPL023C,1802
YLR372W,1803
YNL055C,1804
YKR059W,1805
YDL113C,1806
YJL036W,1807
YDR425W,1808
YER111C,1809
YLR182W,1810
YDL056W,1811
YKL054C,1812
YLR274W,1813
YJR072C,1814
YMR167W,1815
YNL082W,1816
YIL103W,1817
YKL191W,1818
YDR062W,1819
YDR231C,1820
YMR014W,1821
YBL105C,1822
YHR158C,1823
YML102W,1824
YPR018W,1825
YBR195C,1826
YGL162W,1827
YKL183W,1828
YPR072W,1829
YGL201C,1830
YDR310C,1831
YIL147C,1832
YDR346C,1833
YPR118W,1834
YHR179W,1835
YPL171C,1836
YIL106W,1837
YPR111W,1838
YPL003W,1839
YPR066W,1840
YDR122W,1841
YLR146C,1842
YPR069C,1843
YDL201W,1844
YDR165W,1845
YHR109W,1846
YJR139C,1847
