community_id,protein_id
338,YDR472W
338,YOR115C
339,YCR071C
339,YDR322W
339,YDR405W
339,YLR312W-A
339,YLR439W
339,YMR024W
339,YNL284C
339,YPL173W
340,YCR065W
340,YCR105W
340,YJR102C
340,YLR417W
340,YPL002C
341,YDR159W
341,YDR264C
341,YIL034C
342,YBR137W
342,YOL111C
342,YOR007C
342,YOR164C
342,YPL174C
343,YGL206C
343,YGR167W
343,YIL096C
343,YKL069W
344,YBL086C
344,YLR045C
344,YML124C
345,YBR105C
345,YCL039W
345,YDR255C
345,YGL227W
345,YIL017C
345,YIL097W
345,YMR135C
346,YGL067W
346,YGL195W
346,YKL138C-A
346,YKR037C
347,YJL006C
347,YKL139W
347,YML112W
348,YER030W
348,YJL125C
348,YJR066W
348,YNL062C
349,YIL156W
349,YKL075C
349,YLR014C
349,YNL164C
350,YBR288C
350,YGR261C
350,YJL024C
350,YPL195W
350,YPL212C
351,YIL121W
351,YJL115W
351,YLR403W
351,YPL153C
352,YFR015C
352,YGL234W
352,YJL137C
352,YKR058W
352,YLR258W
353,YBR195C
353,YFL041W
353,YML102W
353,YPR018W
354,YAR019C
354,YDR152W
354,YGR173W
354,YOL061W
355,YBR169C
355,YGR161C
355,YJL098W
355,YPL012W
356,YER071C
356,YIL152W
356,YIR003W
356,YJR092W
357,YDL103C
357,YGL245W
357,YHR111W
357,YPL074W
358,YKL160W
358,YLR219W
359,YDR519W
359,YHR124W
359,YOL088C
359,YPR117W
360,YAL021C
360,YCR093W
360,YDR252W
360,YNL288W
360,YPR035W
361,YGL099W
361,YMR290C
361,YOR056C
361,YPL009C
362,YDR186C
362,YOR049C
362,YOR127W
363,YBR082C
363,YDR059C
363,YER068W
364,YNL032W
364,YNL056W
364,YNL099C
365,YBL076C
365,YFL022C
365,YLR060W
365,YOR355W
366,YGL232W
366,YNL177C
366,YPL195W
366,YPL212C
367,YGR155W
367,YHR007C
367,YKL108W
367,YML076C
368,YBL021C
368,YGL237C
368,YOR358W
369,YDR494W
369,YGR215W
369,YMR188C
369,YNR036C
369,YNR037C
370,YDR013W
370,YDR489W
370,YJL072C
370,YOL146W
370,YPR135W
371,YBL056W
371,YBR125C
371,YDR071C
371,YER089C
372,YDL100C
372,YDR451C
372,YER083C
372,YGL020C
373,YGR209C
373,YIL047C
373,YLR039C
374,YGR116W
374,YPR133C
375,YBL097W
375,YDR325W
375,YFR025C
375,YFR031C
375,YLR086W
375,YLR272C
376,YDL054C
376,YKL190W
376,YLR433C
376,YOR315W
377,YJL068C
377,YKL204W
377,YOL017W
377,YPL245W
378,YDR169C
378,YER090W
378,YKL211C
379,YBL099W
379,YJL180C
379,YJR121W
379,YNL315C
380,YBR188C
380,YDR482C
380,YGR278W
380,YLL036C
380,YLR117C
380,YPL151C
380,YPR101W
381,YBL044W
381,YER179W
381,YLR223C
381,YMR224C
382,YFR017C
382,YHR023W
382,YML078W
382,YPR184W
383,YBR235W
383,YNR047W
384,YJL155C
384,YLR345W
384,YOR219C
385,YBL063W
385,YER013W
385,YMR016C
386,YBR221C
386,YDL239C
386,YJL131C
386,YNL071W
387,YBR151W
387,YKL215C
387,YNL126W
387,YPL199C
388,YBL111C
388,YBR044C
388,YIL069C
388,YOR328W
389,YDR332W
389,YGR076C
389,YGR220C
389,YJL107C
390,YDR069C
390,YEL041W
390,YJR001W
390,YOR177C
391,YBL087C
391,YDR361C
391,YJR110W
391,YPL208W
392,YLR178C
392,YMR257C
392,YNL009W
392,YOR089C
393,YER088C
393,YNL091W
393,YOL159C-A
394,YEL025C
394,YMR276W
394,YNL268W
394,YPR002W
395,YDR475C
395,YOR289W
396,YDR515W
396,YHR023W
396,YPR184W
396,YPR188C
397,YDR248C
397,YDR304C
397,YHR097C
397,YHR185C
398,YLR386W
398,YNL325C
398,YOR336W
399,YAL007C
399,YDR086C
399,YGR231C
399,YLR342W
400,YFL054C
400,YML006C
401,YER040W
401,YNL103W
401,YNL229C
402,YGR229C
402,YKL047W
403,YDR027C
403,YDR484W
403,YJL029C
404,YEL012W
404,YLR410W
405,YDR248C
405,YDR304C
405,YHL008C
405,YHR097C
406,YDR533C
406,YKR011C
406,YLR314C
406,YMR322C
407,YDR436W
407,YFR003C
407,YKL193C
407,YML016C
408,YDL130W-A
408,YDL181W
409,YGR003W
409,YLR288C
409,YOR326W
409,YPL040C
410,YDR533C
410,YLR314C
410,YLR356W
410,YMR322C
411,YGR003W
411,YMR071C
411,YOR326W
411,YPL040C
412,YDR454C
412,YEL023C
412,YKL216W
412,YOR368W
413,YAL034W-A
413,YIR010W
413,YJR112W
413,YPL233W
414,YBL032W
414,YLR363W-A
415,YDL181W
415,YOR097C
415,YOR159C
415,YOR305W
416,YDR385W
416,YER023W
416,YGR187C
416,YJL046W
417,YFR034C
417,YHR008C
417,YNL015W
417,YOR168W
418,YBR072W
418,YDR213W
418,YNL313C
418,YPL226W
419,YEL013W
419,YNL168C
420,YDL044C
420,YDR400W
420,YLR139C
421,YBR214W
421,YDL047W
421,YKR028W
421,YLR097C
422,YJR053W
422,YML064C
423,YGR048W
423,YHR124W
423,YIL156W
423,YPR117W
424,YDR049W
424,YGL049C
424,YGR162W
424,YKL204W
424,YOL139C
424,YOR276W
425,YCR084C
425,YKL213C
426,YLR006C
426,YNR031C
427,YBR148W
427,YER006W
427,YNL110C
427,YNR053C
427,YPL093W
428,YKL190W
428,YLR433C
428,YML057W
428,YOR315W
429,YDR202C
429,YJR033C
430,YHR084W
430,YPL049C
431,YBR152W
431,YDL098C
431,YGR075C
432,YDL131W
432,YGL097W
432,YHR079C
432,YNL247W
433,YBR171W
433,YLR292C
433,YOR254C
434,YDR051C
434,YLR024C
435,YBR084W
435,YDL130W
435,YGR204W
435,YIL137C
436,YCL016C
436,YHR191C
436,YMR078C
436,YNL065W
436,YPL023C
437,YBR131W
437,YGL124C
437,YML007W
438,YBR225W
438,YGL197W
438,YLR310C
439,YNL273W
439,YPR037C
440,YML031W
440,YNL304W
440,YPL177C
441,YFR021W
441,YFR040W
441,YHR070W
441,YNL242W
442,YGR043C
442,YLR354C
443,YDR501W
443,YKR078W
443,YMR019W
444,YCR005C
444,YLR148W
444,YOR323C
445,YJL184W
445,YKR038C
445,YML036W
446,YKL182W
446,YNL047C
446,YPL231W
447,YDL195W
447,YDR164C
447,YLR208W
448,YDL122W
448,YDR291W
448,YER013W
448,YPL089C
449,YDR097C
449,YOL090W
450,YDR103W
450,YDR148C
450,YIL125W
451,YDR233C
451,YHR146W
451,YJL146W
451,YPL154C
452,YDR299W
452,YER127W
452,YGR145W
452,YNL132W
453,YIL135C
453,YLL010C
453,YLR019W
453,YOR043W
454,YDL099W
454,YDR517W
454,YIL109C
454,YPR181C
455,YGL068W
455,YKL167C
455,YLR069C
455,YML025C
456,YDL073W
456,YER018C
456,YIL144W
456,YMR117C
456,YOL069W
457,YJL144W
457,YMR012W
457,YNL234W
458,YDR140W
458,YGL050W
458,YIL050W
459,YLR287C
459,YML029W
459,YNL294C
460,YDR098C
460,YER174C
460,YGL220W
460,YGR262C
461,YER060W
461,YFL002C
461,YMR097C
462,YBL061C
462,YGL073W
462,YJL194W
462,YLR419W
463,YGL013C
463,YHR146W
463,YMR297W
463,YOR137C
464,YGL116W
464,YNL024C
464,YOR252W
464,YPR047W
465,YKL100C
465,YLR143W
465,YMR169C
465,YMR170C
466,YEL025C
466,YLR452C
466,YNL327W
467,YCR042C
467,YML114C
467,YMR219W
467,YPR065W
468,YCR053W
468,YML126C
469,YHR182W
469,YNL037C
469,YOR136W
470,YJL087C
470,YJR004C
470,YJR124C
470,YPL141C
471,YGR170W
471,YNL264C
472,YNL238W
472,YOL031C
473,YJR042W
473,YPL169C
474,YPL085W
474,YPL227C
475,YAL007C
475,YDR086C
475,YGL055W
475,YGR231C
476,YJR052W
476,YPL046C
477,YAL024C
477,YPR140W
478,YDR499W
478,YJR096W
479,YMR192W
479,YPL249C
480,YGL229C
480,YJL102W
480,YLL022C
480,YMR233W
481,YBR030W
481,YLR244C
482,YER016W
482,YER177W
482,YGL181W
482,YOR220W
483,YBL045C
483,YHR073W
483,YPR191W
484,YHR011W
484,YNL292W
485,YLR454W
485,YPL180W
486,YNL078W
486,YOL070C
487,YBL103C
487,YOL067C
488,YDR254W
488,YJL105W
488,YNR013C
488,YNR062C
489,YNL286W
489,YOR148C
490,YAL062W
490,YAR071W
490,YLR256W
490,YOR362C
491,YBL047C
491,YCR030C
492,YBL058W
492,YJR098C
492,YLR377C
492,YPL133C
493,YBL058W
493,YJR098C
493,YOR342C
493,YPL133C
494,YBL067C
494,YER030W
494,YER098W
494,YOL087C
495,YHR156C
495,YOR238W
496,YBL074C
496,YBR055C
496,YDL085C-A
496,YDR473C
496,YER029C
496,YER172C
496,YFL017W-A
496,YGR074W
496,YGR091W
496,YHR165C
496,YKL012W
496,YKL173W
496,YLR147C
496,YLR275W
496,YNL092W
496,YNR011C
496,YOR159C
496,YOR308C
496,YPR182W
497,YCR095C
497,YHL029C
497,YPR007C
498,YER007W
498,YOR349W
499,YGL229C
499,YJR154W
499,YLL022C
499,YMR233W
500,YBR248C
500,YIR035C
500,YLR401C
501,YBR057C
501,YLL040C
502,YBR034C
502,YEL016C
503,YFL021W
503,YNL251C
503,YPL190C
504,YBR197C
504,YDR022C
504,YJR156C
504,YLR423C
505,YGL215W
505,YHR039C-A
505,YKL082C
505,YMR264W
506,YGL180W
506,YKR098C
507,YHR102W
507,YNL267W
507,YOR353C
508,YDL056W
508,YKL092C
508,YKR077W
508,YLR182W
509,YBR234C
509,YDL029W
509,YJR065C
509,YKL013C
509,YLR370C
509,YNR035C
509,YOR269W
510,YDR346C
510,YPL111W
511,YKL143W
511,YPL239W
512,YFR021W
512,YHR024C
512,YLR163C
512,YNL242W
513,YBR268W
513,YDL202W
513,YNL185C
514,YCL017C
514,YER048W-A
514,YIL098C
514,YKL192C
515,YCR020C-A
515,YEL053C
515,YPR051W
516,YCR032W
516,YOL057W
517,YLR035C
517,YMR167W
518,YKL128C
518,YMR089C
519,YDL241W
519,YKL157W
520,YDR486C
520,YLR181C
521,YBL017C
521,YDL097C
521,YKL027W
521,YPL082C
522,YDL056W
522,YER111C
522,YKR077W
522,YLR182W
522,YOR083W
523,YLR375W
523,YML059C
524,YHL007C
524,YLL008W
524,YMR049C
524,YOR272W
525,YHR138C
525,YIL094C
525,YKR003W
525,YPR061C
526,YGL131C
526,YIL101C
527,YGL187C
527,YNL052W
528,YDR147W
528,YHR087W
528,YIL162W
529,YDR279W
529,YLR154C
529,YNL072W
530,YDR266C
530,YPR114W
531,YGR244C
531,YOR142W
532,YDR453C
532,YML028W
533,YER007C-A
533,YJR014W
533,YOR028C
534,YGL044C
534,YMR061W
534,YOR250C
535,YGL111W
535,YNL082W
535,YOR380W
536,YGL253W
536,YNL206C
536,YOL097C
537,YGR071C
537,YLR373C
537,YPL128C
538,YGR062C
538,YGR237C
538,YIL154C
538,YML056C
539,YBL055C
539,YOR052C
540,YHR085W
540,YHR197W
540,YNL182C
541,YBR186W
541,YGL006W
541,YHR104W
542,YDR267C
542,YHR122W
542,YIL128W
543,YGR256W
543,YHR137W
543,YHR183W
544,YBL014C
544,YJL025W
544,YML043C
545,YJL070C
545,YML035C
545,YMR207C
545,YNR016C
546,YBR275C
546,YDL173W
546,YKL005C
546,YLR382C
547,YCR072C
547,YGL195W
547,YML093W
547,YPR067W
548,YAL012W
548,YKL210W
548,YLR084C
548,YOR184W
549,YLR146C
549,YPR069C
550,YBR117C
550,YLR153C
550,YPR074C
551,YLR113W
551,YLR248W
552,YBR061C
552,YPL183C
553,YEL021W
553,YMR074C
553,YNL256W
554,YER153C
554,YKR103W
554,YNL274C
555,YCL004W
555,YOL028C
555,YPR054W
556,YIL169C
556,YOR334W
556,YPR151C
557,YDR322C-A
557,YOR335C
558,YLR447C
558,YOR112W
558,YOR270C
559,YAL043C
559,YAL046C
559,YBL101C
559,YLR303W
560,YAL059W
560,YMR124W
561,YAL060W
561,YAL061W
562,YBL039C
562,YGL022W
562,YGR124W
563,YDL047W
563,YDR293C
563,YER033C
563,YJL098W
563,YKR028W
564,YBL056W
564,YDR071C
564,YER089C
564,YLR240W
565,YAL020C
565,YBL071W-A
565,YGR200C
565,YHR187W
565,YLR384C
565,YPL086C
565,YPL101W
566,YBL082C
566,YBR193C
566,YGR116W
566,YOR192C
567,YKR067W
567,YMR287C
567,YOR174W
567,YOR349W
568,YBR017C
568,YLR426W
568,YOR374W
569,YBR067C
569,YER151C
569,YMR118C
569,YMR173W
569,YOL109W
570,YDR406W
570,YLR055C
571,YBL005W
571,YBR149W
572,YDL078C
572,YDL150W
572,YDR005C
572,YDR045C
572,YJL011C
572,YKL144C
572,YKL179C
572,YKR025W
572,YNL113W
572,YNL151C
572,YNR003C
572,YOL021C
572,YOR116C
572,YOR207C
572,YPR110C
572,YPR187W
572,YPR190C
573,YBR194W
573,YPR152C
574,YBR229C
574,YDR221W
575,YBR260C
575,YGR196C
576,YBR081C
576,YBR198C
576,YCL010C
576,YCR082W
576,YDR145W
576,YDR167W
576,YDR176W
576,YDR208W
576,YDR392W
576,YDR448W
576,YGL066W
576,YGL112C
576,YGR252W
576,YLR055C
576,YMR223W
576,YOL148C
576,YOR023C
576,YPL047W
576,YPL254W
577,YCL016C
577,YGL125W
577,YHR191C
577,YMR078C
577,YPL023C
578,YBR044C
578,YFL033C
578,YIL069C
578,YIL126W
579,YBR161W
579,YCL044C
579,YEL047C
579,YMR091C
580,YCR081W
580,YDR443C
580,YHR067W
580,YPL042C
581,YCR086W
581,YDR409W
581,YDR439W
581,YGR126W
581,YLL029W
582,YGL004C
582,YGL048C
582,YGL141W
582,YMR016C
583,YER041W
583,YHR027C
583,YLR341W
583,YOL022C
584,YDL030W
584,YDL043C
584,YDR482C
584,YJL203W
584,YLR011W
584,YML049C
584,YMR240C
584,YMR288W
585,YDL144C
585,YDR005C
585,YFR008W
585,YKR025W
585,YNL151C
586,YAR019C
586,YDL220C
586,YGR173W
586,YOL061W
587,YDL093W
587,YDR139C
587,YOR100C
587,YOR216C
588,YBR066C
588,YCR082W
588,YDL059C
588,YGR252W
588,YOR023C
589,YAL031C
589,YBL010C
589,YBR166C
589,YNL317W
590,YDR353W
590,YHR106W
591,YDR372C
591,YLR149C
592,YBR098W
592,YDR386W
593,YDR390C
593,YPR180W
594,YDR397C
594,YER159C
595,YDR425W
595,YJL036W
596,YCR081W
596,YDR308C
596,YDR443C
596,YLR071C
596,YNL025C
596,YPL042C
597,YDL008W
597,YER047C
598,YER070W
598,YIL066C
598,YJL026W
599,YDR226W
599,YER078C
600,YER081W
600,YIL074C
601,YBR228W
601,YLR028C
601,YMR120C
601,YNR034W
602,YFR009W
602,YGL195W
602,YHL039W
603,YFL018C
603,YFR049W
604,YBR045C
604,YGL057C
605,YGL086W
605,YJL030W
606,YDL131W
606,YGL097W
606,YLR293C
606,YNL247W
607,YGL110C
607,YKR023W
608,YCL047C
608,YIL007C
608,YKR022C
608,YLL062C
609,YGL155W
609,YKL019W
610,YNL098C
610,YOR101W
611,YGR010W
611,YLR328W
612,YAL021C
612,YDR252W
612,YGR134W
612,YJR011C
612,YPL268W
613,YBR025C
613,YJR051W
613,YOL142W
613,YPL002C
614,YIL108W
614,YMR149W
614,YNL068C
614,YNL254C
615,YGR248W
615,YOR018W
616,YER059W
616,YLR190W
616,YPL031C
616,YPL219W
617,YGR277C
617,YPL060W
618,YDR170C
618,YHR201C
619,YDR332W
619,YJL107C
619,YJR091C
619,YOR265W
620,YJL217W
620,YPR118W
621,YPL161C
621,YPR198W
622,YJL130C
622,YJR109C
622,YOR303W
623,YKL041W
623,YLR025W
624,YJL118W
624,YKL093W
624,YLR273C
625,YDL069C
625,YKL164C
626,YDR023W
626,YKR071C
626,YPR048W
627,YKL074C
627,YLR116W
628,YLR194C
628,YNL050C
629,YAL044C
629,YLR239C
630,YBL078C
630,YLR295C
631,YML014W
631,YNR046W
631,YOL124C
632,YGR142W
632,YMR144W
633,YMR200W
633,YOR021C
634,YDR263C
634,YMR291W
635,YDR287W
635,YNL035C
636,YBR221C
636,YDL239C
636,YER178W
636,YNL071W
637,YNL104C
637,YOR108W
638,YCR102C
638,YNL134C
639,YDR123C
639,YOL108C
640,YGL164C
640,YOR185C
641,YJL129C
641,YMR116C
641,YOR196C
642,YDR079C-A
642,YPL122C
643,YGL130W
643,YPL228W
644,YCL045C
644,YLR312C
645,YDR189W
645,YLR026C
646,YDR532C
646,YGL093W
647,YDL047W
647,YEL054C
647,YLR097C
647,YOR293W
648,YLR057W
648,YMR289W
649,YDR313C
649,YLR083C
650,YJL082W
650,YMR029C
651,YMR064W
651,YMR098C
652,YMR105C
652,YOR090C
653,YDR142C
653,YJR012C
