dataset,candidate_id,source,protein_id,candidate_score,core_protein,rank_within_candidate
krogan,625,greedy_expand,YOL006C,0.0,YGL150C,0
krogan,625,greedy_expand,YBL003C,0.0,YGL150C,0
krogan,625,greedy_expand,YHR090C,0.0,YGL150C,0
krogan,625,greedy_expand,YDR227W,0.0,YGL150C,0
krogan,625,greedy_expand,YMR284W,0.0,YGL150C,0
krogan,625,greedy_expand,YBR245C,0.0,YGL150C,0
krogan,625,greedy_expand,YPL049C,0.0,YGL150C,0
krogan,625,greedy_expand,YDR174W,0.0,YGL150C,0
krogan,625,greedy_expand,YOR038C,0.0,YGL150C,0
krogan,625,greedy_expand,YOL145C,0.0,YGL150C,0
krogan,625,greedy_expand,YPR023C,0.0,YGL150C,0
krogan,625,greedy_expand,YMR106C,0.0,YGL150C,0
krogan,625,greedy_expand,YML032C,0.0,YGL150C,0
krogan,625,greedy_expand,YNL088W,0.0,YGL150C,0
krogan,625,greedy_expand,YFL013C,0.0,YGL150C,0
krogan,625,greedy_expand,YPL022W,0.0,YGL150C,0
krogan,625,greedy_expand,YOR039W,0.0,YGL150C,0
krogan,625,greedy_expand,YAL027W,0.0,YGL150C,0
krogan,625,greedy_expand,YDR190C,0.0,YGL150C,0
krogan,625,greedy_expand,YOR141C,0.0,YGL150C,0
krogan,625,greedy_expand,YPR133C,0.0,YGL150C,0
krogan,625,greedy_expand,YER095W,0.0,YGL150C,0
krogan,625,greedy_expand,YAL011W,0.0,YGL150C,0
krogan,625,greedy_expand,YLR085C,0.0,YGL150C,0
krogan,625,greedy_expand,YLR418C,0.0,YGL150C,0
krogan,625,greedy_expand,YNL215W,0.0,YGL150C,0
krogan,625,greedy_expand,YGR063C,0.0,YGL150C,0
krogan,625,greedy_expand,YHR084W,0.0,YGL150C,0
krogan,625,greedy_expand,YGL207W,0.0,YGL150C,0
krogan,625,greedy_expand,YLR385C,0.0,YGL150C,0
krogan,625,greedy_expand,YGL244W,0.0,YGL150C,0
krogan,625,greedy_expand,YGL150C,0.0,YGL150C,0
krogan,625,greedy_expand,YEL018W,0.0,YGL150C,0
krogan,625,greedy_expand,YDR485C,0.0,YGL150C,0
krogan,625,greedy_expand,YER164W,0.0,YGL150C,0
krogan,625,greedy_expand,YBR279W,0.0,YGL150C,0
krogan,625,greedy_expand,YBR231C,0.0,YGL150C,0
krogan,625,greedy_expand,YOR123C,0.0,YGL150C,0
krogan,625,greedy_expand,YML112W,0.0,YGL150C,0
krogan,625,greedy_expand,YBL052C,0.0,YGL150C,0
krogan,625,greedy_expand,YER162C,0.0,YGL150C,0
krogan,625,greedy_expand,YGL019W,0.0,YGL150C,0
krogan,625,greedy_expand,YAL019W,0.0,YGL150C,0
krogan,625,greedy_expand,YBR215W,0.0,YGL150C,0
krogan,625,greedy_expand,YKR048C,0.0,YGL150C,0
krogan,625,greedy_expand,YPL235W,0.0,YGL150C,0
krogan,625,greedy_expand,YPL001W,0.0,YGL150C,0
krogan,625,greedy_expand,YEL037C,0.0,YGL150C,0
krogan,625,greedy_expand,YKR072C,0.0,YGL150C,0
krogan,625,greedy_expand,YBR073W,0.0,YGL150C,0
krogan,625,greedy_expand,YJR119C,0.0,YGL150C,0
krogan,625,greedy_expand,YML069W,0.0,YGL150C,0
krogan,625,greedy_expand,YDR440W,0.0,YGL150C,0
krogan,625,greedy_expand,YJL173C,0.0,YGL150C,0
krogan,625,greedy_expand,YGR116W,0.0,YGL150C,0
krogan,625,greedy_expand,YHR099W,0.0,YGL150C,0
krogan,625,greedy_expand,YML095C,0.0,YGL150C,0
krogan,625,greedy_expand,YOR244W,0.0,YGL150C,0
krogan,625,greedy_expand,YOR061W,0.0,YGL150C,0
krogan,625,greedy_expand,YHR164C,0.0,YGL150C,0
krogan,625,greedy_expand,YAR007C,0.0,YGL150C,0
krogan,625,greedy_expand,YOL068C,0.0,YGL150C,0
krogan,625,greedy_expand,YOR346W,0.0,YGL150C,0
krogan,625,greedy_expand,YNL262W,0.0,YGL150C,0
krogan,625,greedy_expand,YPL055C,0.0,YGL150C,0
krogan,625,greedy_expand,YBR088C,0.0,YGL150C,0
krogan,625,greedy_expand,YDR121W,0.0,YGL150C,0
krogan,625,greedy_expand,YDR359C,0.0,YGL150C,0
krogan,625,greedy_expand,YIL035C,0.0,YGL150C,0
krogan,625,greedy_expand,YNL312W,0.0,YGL150C,0
krogan,625,greedy_expand,YJL115W,0.0,YGL150C,0
krogan,625,greedy_expand,YNL059C,0.0,YGL150C,0
krogan,625,greedy_expand,YDR381W,0.0,YGL150C,0
krogan,625,greedy_expand,YGL252C,0.0,YGL150C,0
krogan,625,greedy_expand,YEL044W,0.0,YGL150C,0
krogan,625,greedy_expand,YBL008W,0.0,YGL150C,0
krogan,625,greedy_expand,YGR002C,0.0,YGL150C,0
krogan,625,greedy_expand,YLR442C,0.0,YGL150C,0
krogan,625,greedy_expand,YML058W,0.0,YGL150C,0
krogan,625,greedy_expand,YMR072W,0.0,YGL150C,0
krogan,625,greedy_expand,YOR189W,0.0,YGL150C,0
krogan,625,greedy_expand,YLR399C,0.0,YGL150C,0
krogan,625,greedy_expand,YER092W,0.0,YGL150C,0
krogan,625,greedy_expand,YJL081C,0.0,YGL150C,0
krogan,625,greedy_expand,YML041C,0.0,YGL150C,0
krogan,625,greedy_expand,YDR334W,0.0,YGL150C,0
krogan,625,greedy_expand,YJR140C,0.0,YGL150C,0
krogan,625,greedy_expand,YFL024C,0.0,YGL150C,0
krogan,625,greedy_expand,YDR499W,0.0,YGL150C,0
krogan,625,greedy_expand,YNL107W,0.0,YGL150C,0
krogan,625,greedy_expand,YLR052W,0.0,YGL150C,0
krogan,625,greedy_expand,YLR150W,0.0,YGL150C,0
krogan,625,greedy_expand,YDL042C,0.0,YGL150C,0
krogan,626,semantic_k,YCR060W,0.0,YGL150C,0
krogan,626,semantic_k,YKL081W,0.0,YGL150C,0
krogan,626,semantic_k,YGR104C,0.0,YGL150C,0
krogan,626,semantic_k,YLR072W,0.0,YGL150C,0
krogan,626,semantic_k,YJR082C,0.0,YGL150C,0
krogan,626,semantic_k,YBL106C,0.0,YGL150C,0
krogan,626,semantic_k,YDL002C,0.0,YGL150C,0
krogan,626,semantic_k,YNL136W,0.0,YGL150C,0
krogan,626,semantic_k,YLR385C,0.0,YGL150C,0
krogan,626,semantic_k,YEL044W,0.0,YGL150C,0
krogan,626,semantic_k,YHR090C,0.0,YGL150C,0
krogan,626,semantic_k,YBL003C,0.0,YGL150C,0
krogan,626,semantic_k,YPL048W,0.0,YGL150C,0
krogan,626,semantic_k,YGR002C,0.0,YGL150C,0
krogan,626,semantic_k,YNL229C,0.0,YGL150C,0
krogan,626,semantic_k,YOR244W,0.0,YGL150C,0
krogan,626,semantic_k,YGR086C,0.0,YGL150C,0
krogan,626,semantic_k,YGL150C,0.0,YGL150C,0
krogan,626,semantic_k,YHR064C,0.0,YGL150C,0
krogan,626,semantic_k,YEL018W,0.0,YGL150C,0
krogan,626,semantic_k,YPL129W,0.0,YGL150C,0
krogan,626,semantic_k,YOR189W,0.0,YGL150C,0
krogan,626,semantic_k,YDR485C,0.0,YGL150C,0
krogan,626,semantic_k,YPR023C,0.0,YGL150C,0
krogan,626,semantic_k,YGR285C,0.0,YGL150C,0
krogan,626,semantic_k,YLR249W,0.0,YGL150C,0
krogan,626,semantic_k,YER092W,0.0,YGL150C,0
krogan,626,semantic_k,YJL081C,0.0,YGL150C,0
krogan,626,semantic_k,YEL034W,0.0,YGL150C,0
krogan,626,semantic_k,YBR231C,0.0,YGL150C,0
krogan,626,semantic_k,YGR173W,0.0,YGL150C,0
krogan,626,semantic_k,YLR170C,0.0,YGL150C,0
krogan,626,semantic_k,YML041C,0.0,YGL150C,0
krogan,626,semantic_k,YDR334W,0.0,YGL150C,0
krogan,626,semantic_k,YBR127C,0.0,YGL150C,0
krogan,626,semantic_k,YFL024C,0.0,YGL150C,0
krogan,626,semantic_k,YFL013C,0.0,YGL150C,0
krogan,626,semantic_k,YDR190C,0.0,YGL150C,0
krogan,626,semantic_k,YOR141C,0.0,YGL150C,0
krogan,626,semantic_k,YNL107W,0.0,YGL150C,0
krogan,626,semantic_k,YAL011W,0.0,YGL150C,0
krogan,626,semantic_k,YOR310C,0.0,YGL150C,0
krogan,626,semantic_k,YLR052W,0.0,YGL150C,0
krogan,626,semantic_k,YPL235W,0.0,YGL150C,0
krogan,626,semantic_k,YNL215W,0.0,YGL150C,0
krogan,626,semantic_k,YNL059C,0.0,YGL150C,0
krogan,627,bh_ego1,YIL075C,0.0,YLR421C,0
krogan,627,bh_ego1,YDR427W,0.0,YLR421C,0
krogan,627,bh_ego1,YDL097C,0.0,YLR421C,0
krogan,627,bh_ego1,YFR010W,0.0,YLR421C,0
krogan,627,bh_ego1,YDL147W,0.0,YLR421C,0
krogan,627,bh_ego1,YHR200W,0.0,YLR421C,0
krogan,627,bh_ego1,YHR027C,0.0,YLR421C,0
krogan,627,bh_ego1,YDR363W-A,0.0,YLR421C,0
krogan,627,bh_ego1,YLR421C,0.0,YLR421C,0
krogan,627,bh_ego1,YOR261C,0.0,YLR421C,0
krogan,628,bh_ego2,YLR106C,0.0,YLR421C,0
krogan,628,bh_ego2,YGR232W,0.0,YLR421C,0
krogan,628,bh_ego2,YER151C,0.0,YLR421C,0
krogan,628,bh_ego2,YLR180W,0.0,YLR421C,0
krogan,628,bh_ego2,YOR257W,0.0,YLR421C,0
krogan,628,bh_ego2,YDR227W,0.0,YLR421C,0
krogan,628,bh_ego2,YJR066W,0.0,YLR421C,0
krogan,628,bh_ego2,YDR179C,0.0,YLR421C,0
krogan,628,bh_ego2,YDR427W,0.0,YLR421C,0
krogan,628,bh_ego2,YIR012W,0.0,YLR421C,0
krogan,628,bh_ego2,YDL147W,0.0,YLR421C,0
krogan,628,bh_ego2,YPR003C,0.0,YLR421C,0
krogan,628,bh_ego2,YFR010W,0.0,YLR421C,0
krogan,628,bh_ego2,YBR069C,0.0,YLR421C,0
krogan,628,bh_ego2,YPL242C,0.0,YLR421C,0
krogan,628,bh_ego2,YDR180W,0.0,YLR421C,0
krogan,628,bh_ego2,YBL017C,0.0,YLR421C,0
krogan,628,bh_ego2,YLR421C,0.0,YLR421C,0
krogan,628,bh_ego2,YDL013W,0.0,YLR421C,0
krogan,628,bh_ego2,YCR032W,0.0,YLR421C,0
krogan,628,bh_ego2,YCR014C,0.0,YLR421C,0
krogan,628,bh_ego2,YDR320C,0.0,YLR421C,0
krogan,628,bh_ego2,YDR394W,0.0,YLR421C,0
krogan,628,bh_ego2,YDL036C,0.0,YLR421C,0
krogan,628,bh_ego2,YMR191W,0.0,YLR421C,0
krogan,628,bh_ego2,YBR025C,0.0,YLR421C,0
krogan,628,bh_ego2,YGL048C,0.0,YLR421C,0
krogan,628,bh_ego2,YIL071C,0.0,YLR421C,0
krogan,628,bh_ego2,YBR080C,0.0,YLR421C,0
krogan,628,bh_ego2,YDL215C,0.0,YLR421C,0
krogan,628,bh_ego2,YDR108W,0.0,YLR421C,0
krogan,628,bh_ego2,YOL022C,0.0,YLR421C,0
krogan,628,bh_ego2,YAL019W,0.0,YLR421C,0
krogan,628,bh_ego2,YPL082C,0.0,YLR421C,0
krogan,628,bh_ego2,YOR261C,0.0,YLR421C,0
krogan,628,bh_ego2,YEL037C,0.0,YLR421C,0
krogan,628,bh_ego2,YDL175C,0.0,YLR421C,0
krogan,628,bh_ego2,YDL216C,0.0,YLR421C,0
krogan,628,bh_ego2,YOR294W,0.0,YLR421C,0
krogan,628,bh_ego2,YHR200W,0.0,YLR421C,0
krogan,628,bh_ego2,YCR020W-B,0.0,YLR421C,0
krogan,628,bh_ego2,YDR055W,0.0,YLR421C,0
krogan,628,bh_ego2,YDL007W,0.0,YLR421C,0
krogan,628,bh_ego2,YLR341W,0.0,YLR421C,0
krogan,628,bh_ego2,YGR086C,0.0,YLR421C,0
krogan,628,bh_ego2,YDR388W,0.0,YLR421C,0
krogan,628,bh_ego2,YDR363W-A,0.0,YLR421C,0
krogan,628,bh_ego2,YKL145W,0.0,YLR421C,0
krogan,628,bh_ego2,YAL001C,0.0,YLR421C,0
krogan,628,bh_ego2,YJL080C,0.0,YLR421C,0
krogan,628,bh_ego2,YFR052W,0.0,YLR421C,0
krogan,628,bh_ego2,YDR519W,0.0,YLR421C,0
krogan,628,bh_ego2,YJR084W,0.0,YLR421C,0
krogan,628,bh_ego2,YAL042W,0.0,YLR421C,0
krogan,628,bh_ego2,YHR027C,0.0,YLR421C,0
krogan,628,bh_ego2,YPR040W,0.0,YLR421C,0
krogan,628,bh_ego2,YBL054W,0.0,YLR421C,0
krogan,628,bh_ego2,YOR124C,0.0,YLR421C,0
krogan,628,bh_ego2,YOR209C,0.0,YLR421C,0
krogan,628,bh_ego2,YNL047C,0.0,YLR421C,0
krogan,628,bh_ego2,YNL087W,0.0,YLR421C,0
krogan,628,bh_ego2,YLR429W,0.0,YLR421C,0
krogan,628,bh_ego2,YGL095C,0.0,YLR421C,0
krogan,628,bh_ego2,YKL007W,0.0,YLR421C,0
krogan,628,bh_ego2,YOL117W,0.0,YLR421C,0
krogan,628,bh_ego2,YER021W,0.0,YLR421C,0
krogan,628,bh_ego2,YPR045C,0.0,YLR421C,0
krogan,628,bh_ego2,YIL075C,0.0,YLR421C,0
krogan,628,bh_ego2,YDR381W,0.0,YLR421C,0
krogan,628,bh_ego2,YER041W,0.0,YLR421C,0
krogan,628,bh_ego2,YHR170W,0.0,YLR421C,0
krogan,628,bh_ego2,YGL094C,0.0,YLR421C,0
krogan,628,bh_ego2,YPR108W,0.0,YLR421C,0
krogan,628,bh_ego2,YOR259C,0.0,YLR421C,0
krogan,628,bh_ego2,YOR056C,0.0,YLR421C,0
krogan,628,bh_ego2,YKL027W,0.0,YLR421C,0
krogan,628,bh_ego2,YDR159W,0.0,YLR421C,0
krogan,628,bh_ego2,YFR004W,0.0,YLR421C,0
krogan,628,bh_ego2,YEL034W,0.0,YLR421C,0
krogan,628,bh_ego2,YKL173W,0.0,YLR421C,0
krogan,628,bh_ego2,YDL030W,0.0,YLR421C,0
krogan,628,bh_ego2,YMR173W,0.0,YLR421C,0
krogan,628,bh_ego2,YDL097C,0.0,YLR421C,0
krogan,628,bh_ego2,YMR091C,0.0,YLR421C,0
krogan,628,bh_ego2,YLL040C,0.0,YLR421C,0
krogan,628,bh_ego2,YOR117W,0.0,YLR421C,0
krogan,628,bh_ego2,YCR093W,0.0,YLR421C,0
krogan,629,greedy_expand,YGR232W,0.0,YLR421C,0
krogan,629,greedy_expand,YML010W,0.0,YLR421C,0
krogan,629,greedy_expand,YOR257W,0.0,YLR421C,0
krogan,629,greedy_expand,YNL079C,0.0,YLR421C,0
krogan,629,greedy_expand,YKL113C,0.0,YLR421C,0
krogan,629,greedy_expand,YOL006C,0.0,YLR421C,0
krogan,629,greedy_expand,YDR227W,0.0,YLR421C,0
krogan,629,greedy_expand,YJR066W,0.0,YLR421C,0
krogan,629,greedy_expand,YDR427W,0.0,YLR421C,0
krogan,629,greedy_expand,YBR245C,0.0,YLR421C,0
krogan,629,greedy_expand,YPL049C,0.0,YLR421C,0
krogan,629,greedy_expand,YJR104C,0.0,YLR421C,0
krogan,629,greedy_expand,YDR174W,0.0,YLR421C,0
krogan,629,greedy_expand,YOL145C,0.0,YLR421C,0
krogan,629,greedy_expand,YDL147W,0.0,YLR421C,0
krogan,629,greedy_expand,YNL088W,0.0,YLR421C,0
krogan,629,greedy_expand,YFR010W,0.0,YLR421C,0
krogan,629,greedy_expand,YHR046C,0.0,YLR421C,0
krogan,629,greedy_expand,YOR039W,0.0,YLR421C,0
krogan,629,greedy_expand,YPR133C,0.0,YLR421C,0
krogan,629,greedy_expand,YER095W,0.0,YLR421C,0
krogan,629,greedy_expand,YPL242C,0.0,YLR421C,0
krogan,629,greedy_expand,YDR180W,0.0,YLR421C,0
krogan,629,greedy_expand,YLR418C,0.0,YLR421C,0
krogan,629,greedy_expand,YJL076W,0.0,YLR421C,0
krogan,629,greedy_expand,YGR063C,0.0,YLR421C,0
krogan,629,greedy_expand,YLR421C,0.0,YLR421C,0
krogan,629,greedy_expand,YHR084W,0.0,YLR421C,0
krogan,629,greedy_expand,YGL207W,0.0,YLR421C,0
krogan,629,greedy_expand,YDR394W,0.0,YLR421C,0
krogan,629,greedy_expand,YGL067W,0.0,YLR421C,0
krogan,629,greedy_expand,YGL244W,0.0,YLR421C,0
krogan,629,greedy_expand,YAL021C,0.0,YLR421C,0
krogan,629,greedy_expand,YMR191W,0.0,YLR421C,0
krogan,629,greedy_expand,YBR279W,0.0,YLR421C,0
krogan,629,greedy_expand,YOR123C,0.0,YLR421C,0
krogan,629,greedy_expand,YPL096W,0.0,YLR421C,0
krogan,629,greedy_expand,YER164W,0.0,YLR421C,0
krogan,629,greedy_expand,YGL048C,0.0,YLR421C,0
krogan,629,greedy_expand,YBR080C,0.0,YLR421C,0
krogan,629,greedy_expand,YJL034W,0.0,YLR421C,0
krogan,629,greedy_expand,YER162C,0.0,YLR421C,0
krogan,629,greedy_expand,YGL019W,0.0,YLR421C,0
krogan,629,greedy_expand,YAL019W,0.0,YLR421C,0
krogan,629,greedy_expand,YFR003C,0.0,YLR421C,0
krogan,629,greedy_expand,YKR048C,0.0,YLR421C,0
krogan,629,greedy_expand,YOR326W,0.0,YLR421C,0
krogan,629,greedy_expand,YPL082C,0.0,YLR421C,0
krogan,629,greedy_expand,YOR261C,0.0,YLR421C,0
krogan,629,greedy_expand,YEL037C,0.0,YLR421C,0
krogan,629,greedy_expand,YKR072C,0.0,YLR421C,0
krogan,629,greedy_expand,YLR410W,0.0,YLR421C,0
krogan,629,greedy_expand,YJR119C,0.0,YLR421C,0
krogan,629,greedy_expand,YML069W,0.0,YLR421C,0
krogan,629,greedy_expand,YDR440W,0.0,YLR421C,0
krogan,629,greedy_expand,YHR200W,0.0,YLR421C,0
krogan,629,greedy_expand,YDL007W,0.0,YLR421C,0
krogan,629,greedy_expand,YGR116W,0.0,YLR421C,0
krogan,629,greedy_expand,YHR193C,0.0,YLR421C,0
krogan,629,greedy_expand,YKL132C,0.0,YLR421C,0
krogan,629,greedy_expand,YOR061W,0.0,YLR421C,0
krogan,629,greedy_expand,YDR363W-A,0.0,YLR421C,0
krogan,629,greedy_expand,YER133W,0.0,YLR421C,0
krogan,629,greedy_expand,YOL068C,0.0,YLR421C,0
krogan,629,greedy_expand,YKL145W,0.0,YLR421C,0
krogan,629,greedy_expand,YFR052W,0.0,YLR421C,0
krogan,629,greedy_expand,YJR084W,0.0,YLR421C,0
krogan,629,greedy_expand,YNL262W,0.0,YLR421C,0
krogan,629,greedy_expand,YGL173C,0.0,YLR421C,0
krogan,629,greedy_expand,YNL250W,0.0,YLR421C,0
krogan,629,greedy_expand,YJR009C,0.0,YLR421C,0
krogan,629,greedy_expand,YHR027C,0.0,YLR421C,0
krogan,629,greedy_expand,YBR088C,0.0,YLR421C,0
krogan,629,greedy_expand,YDR121W,0.0,YLR421C,0
krogan,629,greedy_expand,YOR209C,0.0,YLR421C,0
krogan,629,greedy_expand,YIL035C,0.0,YLR421C,0
krogan,629,greedy_expand,YLR430W,0.0,YLR421C,0
krogan,629,greedy_expand,YER021W,0.0,YLR421C,0
krogan,629,greedy_expand,YIL075C,0.0,YLR421C,0
krogan,629,greedy_expand,YDR381W,0.0,YLR421C,0
krogan,629,greedy_expand,YJL168C,0.0,YLR421C,0
krogan,629,greedy_expand,YAR042W,0.0,YLR421C,0
krogan,629,greedy_expand,YMR038C,0.0,YLR421C,0
krogan,629,greedy_expand,YGL252C,0.0,YLR421C,0
krogan,629,greedy_expand,YPR108W,0.0,YLR421C,0
krogan,629,greedy_expand,YOR259C,0.0,YLR421C,0
krogan,629,greedy_expand,YLR442C,0.0,YLR421C,0
krogan,629,greedy_expand,YOR056C,0.0,YLR421C,0
krogan,629,greedy_expand,YDR159W,0.0,YLR421C,0
krogan,629,greedy_expand,YML058W,0.0,YLR421C,0
krogan,629,greedy_expand,YFR004W,0.0,YLR421C,0
krogan,629,greedy_expand,YBR109C,0.0,YLR421C,0
krogan,629,greedy_expand,YDL097C,0.0,YLR421C,0
krogan,629,greedy_expand,YHL030W,0.0,YLR421C,0
krogan,629,greedy_expand,YLR150W,0.0,YLR421C,0
krogan,629,greedy_expand,YOR117W,0.0,YLR421C,0
krogan,629,greedy_expand,YGL004C,0.0,YLR421C,0
krogan,629,greedy_expand,YDL042C,0.0,YLR421C,0
krogan,629,greedy_expand,YCR093W,0.0,YLR421C,0
krogan,629,greedy_expand,YGL141W,0.0,YLR421C,0
krogan,630,semantic_k,YEL037C,0.0,YLR421C,0
krogan,630,semantic_k,YIL075C,0.0,YLR421C,0
krogan,630,semantic_k,YER151C,0.0,YLR421C,0
krogan,630,semantic_k,YGR232W,0.0,YLR421C,0
krogan,630,semantic_k,YDR320C,0.0,YLR421C,0
krogan,630,semantic_k,YDR381W,0.0,YLR421C,0
krogan,630,semantic_k,YDR394W,0.0,YLR421C,0
krogan,630,semantic_k,YDL175C,0.0,YLR421C,0
krogan,630,semantic_k,YOR257W,0.0,YLR421C,0
krogan,630,semantic_k,YHR200W,0.0,YLR421C,0
krogan,630,semantic_k,YHR170W,0.0,YLR421C,0
krogan,630,semantic_k,YDL007W,0.0,YLR421C,0
krogan,630,semantic_k,YPR108W,0.0,YLR421C,0
krogan,630,semantic_k,YDR227W,0.0,YLR421C,0
krogan,630,semantic_k,YJR066W,0.0,YLR421C,0
krogan,630,semantic_k,YOR259C,0.0,YLR421C,0
krogan,630,semantic_k,YDR179C,0.0,YLR421C,0
krogan,630,semantic_k,YDR427W,0.0,YLR421C,0
krogan,630,semantic_k,YDL036C,0.0,YLR421C,0
krogan,630,semantic_k,YOR056C,0.0,YLR421C,0
krogan,630,semantic_k,YMR191W,0.0,YLR421C,0
krogan,630,semantic_k,YDL013W,0.0,YLR421C,0
krogan,630,semantic_k,YDR159W,0.0,YLR421C,0
krogan,630,semantic_k,YDR388W,0.0,YLR421C,0
krogan,630,semantic_k,YDR363W-A,0.0,YLR421C,0
krogan,630,semantic_k,YFR004W,0.0,YLR421C,0
krogan,630,semantic_k,YDL147W,0.0,YLR421C,0
krogan,630,semantic_k,YKL145W,0.0,YLR421C,0
krogan,630,semantic_k,YGL048C,0.0,YLR421C,0
krogan,630,semantic_k,YIL071C,0.0,YLR421C,0
krogan,630,semantic_k,YFR052W,0.0,YLR421C,0
krogan,630,semantic_k,YFR010W,0.0,YLR421C,0
krogan,630,semantic_k,YJR084W,0.0,YLR421C,0
krogan,630,semantic_k,YJL080C,0.0,YLR421C,0
krogan,630,semantic_k,YBR080C,0.0,YLR421C,0
krogan,630,semantic_k,YHR027C,0.0,YLR421C,0
krogan,630,semantic_k,YLR421C,0.0,YLR421C,0
krogan,630,semantic_k,YPR040W,0.0,YLR421C,0
krogan,630,semantic_k,YPL242C,0.0,YLR421C,0
krogan,630,semantic_k,YOR209C,0.0,YLR421C,0
krogan,630,semantic_k,YER021W,0.0,YLR421C,0
krogan,630,semantic_k,YDL097C,0.0,YLR421C,0
krogan,630,semantic_k,YNL047C,0.0,YLR421C,0
krogan,630,semantic_k,YDR180W,0.0,YLR421C,0
krogan,630,semantic_k,YLL040C,0.0,YLR421C,0
krogan,630,semantic_k,YOR117W,0.0,YLR421C,0
krogan,630,semantic_k,YGL095C,0.0,YLR421C,0
krogan,630,semantic_k,YCR093W,0.0,YLR421C,0
krogan,630,semantic_k,YOL117W,0.0,YLR421C,0
krogan,630,semantic_k,YPL082C,0.0,YLR421C,0
krogan,630,semantic_k,YOR261C,0.0,YLR421C,0
krogan,631,bh_ego1,YHR127W,0.0,YDR381W,0
krogan,631,bh_ego1,YJL050W,0.0,YDR381W,0
krogan,631,bh_ego1,YDL070W,0.0,YDR381W,0
krogan,631,bh_ego1,YBL093C,0.0,YDR381W,0
krogan,631,bh_ego1,YDR283C,0.0,YDR381W,0
krogan,631,bh_ego1,YHR090C,0.0,YDR381W,0
krogan,631,bh_ego1,YDR174W,0.0,YDR381W,0
krogan,631,bh_ego1,YBR054W,0.0,YDR381W,0
krogan,631,bh_ego1,YLR170C,0.0,YDR381W,0
krogan,631,bh_ego1,YLR022C,0.0,YDR381W,0
krogan,631,bh_ego1,YDR207C,0.0,YDR381W,0
krogan,631,bh_ego1,YFR010W,0.0,YDR381W,0
krogan,631,bh_ego1,YIR008C,0.0,YDR381W,0
krogan,631,bh_ego1,YAL027W,0.0,YDR381W,0
krogan,631,bh_ego1,YGL112C,0.0,YDR381W,0
krogan,631,bh_ego1,YJL109C,0.0,YDR381W,0
krogan,631,bh_ego1,YDL040C,0.0,YDR381W,0
krogan,631,bh_ego1,YHR118C,0.0,YDR381W,0
krogan,631,bh_ego1,YCR043C,0.0,YDR381W,0
krogan,631,bh_ego1,YDR515W,0.0,YDR381W,0
krogan,631,bh_ego1,YLR002C,0.0,YDR381W,0
krogan,631,bh_ego1,YBR278W,0.0,YDR381W,0
krogan,631,bh_ego1,YER035W,0.0,YDR381W,0
krogan,631,bh_ego1,YKL075C,0.0,YDR381W,0
krogan,631,bh_ego1,YDL182W,0.0,YDR381W,0
krogan,631,bh_ego1,YKL114C,0.0,YDR381W,0
krogan,631,bh_ego1,YDR365C,0.0,YDR381W,0
krogan,631,bh_ego1,YBL024W,0.0,YDR381W,0
krogan,631,bh_ego1,YGL067W,0.0,YDR381W,0
krogan,631,bh_ego1,YGL244W,0.0,YDR381W,0
krogan,631,bh_ego1,YDL092W,0.0,YDR381W,0
krogan,631,bh_ego1,YHR013C,0.0,YDR381W,0
krogan,631,bh_ego1,YLR455W,0.0,YDR381W,0
krogan,631,bh_ego1,YCL011C,0.0,YDR381W,0
krogan,631,bh_ego1,YFR030W,0.0,YDR381W,0
krogan,631,bh_ego1,YIL026C,0.0,YDR381W,0
krogan,631,bh_ego1,YGL213C,0.0,YDR381W,0
krogan,631,bh_ego1,YDL043C,0.0,YDR381W,0
krogan,631,bh_ego1,YDR001C,0.0,YDR381W,0
krogan,631,bh_ego1,YKR024C,0.0,YDR381W,0
krogan,631,bh_ego1,YDL060W,0.0,YDR381W,0
krogan,631,bh_ego1,YKR037C,0.0,YDR381W,0
krogan,631,bh_ego1,YBR215W,0.0,YDR381W,0
krogan,631,bh_ego1,YJL033W,0.0,YDR381W,0
krogan,631,bh_ego1,YLR386W,0.0,YDR381W,0
krogan,631,bh_ego1,YBR187W,0.0,YDR381W,0
krogan,631,bh_ego1,YKR048C,0.0,YDR381W,0
krogan,631,bh_ego1,YJL006C,0.0,YDR381W,0
krogan,631,bh_ego1,YGR128C,0.0,YDR381W,0
krogan,631,bh_ego1,YDR195W,0.0,YDR381W,0
krogan,631,bh_ego1,YCR009C,0.0,YDR381W,0
krogan,631,bh_ego1,YKL155C,0.0,YDR381W,0
krogan,631,bh_ego1,YGL099W,0.0,YDR381W,0
krogan,631,bh_ego1,YDR440W,0.0,YDR381W,0
krogan,631,bh_ego1,YHR052W,0.0,YDR381W,0
krogan,631,bh_ego1,YHR193C,0.0,YDR381W,0
krogan,631,bh_ego1,YAL007C,0.0,YDR381W,0
krogan,631,bh_ego1,YKR092C,0.0,YDR381W,0
krogan,631,bh_ego1,YKL212W,0.0,YDR381W,0
krogan,631,bh_ego1,YLR333C,0.0,YDR381W,0
krogan,631,bh_ego1,YDL201W,0.0,YDR381W,0
krogan,631,bh_ego1,YDR398W,0.0,YDR381W,0
krogan,631,bh_ego1,YGR245C,0.0,YDR381W,0
krogan,631,bh_ego1,YIL043C,0.0,YDR381W,0
krogan,631,bh_ego1,YKL018W,0.0,YDR381W,0
krogan,631,bh_ego1,YAL001C,0.0,YDR381W,0
krogan,631,bh_ego1,YHR185C,0.0,YDR381W,0
